antithrash_suppressed_estimate,attacked,decision_index,eligible,episode_id,ineligible_reason,label,n_ready_bench,opp_active_card,opp_active_hp,opp_lethal_attack,opp_lethal_damage,our_active_card,our_active_energy_loss_if_retreated,our_active_hp,our_active_id,our_active_retreat_cost,our_lethal_attack,result,retreated,turn
,False,66,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,10
,False,67,False,92597037,no_active,v7,,,,,,,,,121,,,WIN,False,10
,False,68,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,69,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,70,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,71,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,72,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,73,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,74,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,75,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,76,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,77,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,78,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,79,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,True,80,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,81,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,82,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,83,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,84,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,85,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,86,False,92597037,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,87,False,92597037,no_active,v7,,,,,,,,,121,,,WIN,False,12
,True,88,False,92597037,not_lethal,v7,,,,,,,,,121,,,WIN,False,14
,False,0,False,92597971,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,1,False,92597971,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,2,False,92597971,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,3,False,92597971,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,4,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,2
,False,5,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,6,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,2
,False,7,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,8,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,9,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,10,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,2
,False,11,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,2
,False,12,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,13,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,14,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,15,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,2
,False,16,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,17,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,18,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,4
,False,19,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,4
,False,20,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,4
,False,21,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,22,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,23,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,4
,False,24,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,25,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,4
,False,26,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,27,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,28,False,92597971,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,6
,False,29,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,30,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,31,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,6
,False,32,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,8
,True,33,False,92597971,not_2prize_ex,v7,,,,,,,,,235,,,LOSS,False,8
,False,34,False,92597971,no_active,v7,,,,,,,,,235,,,LOSS,False,8
,False,35,False,92597971,no_active,v7,,,,,,,,,,,,LOSS,False,9
,False,36,False,92597971,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,False,37,False,92597971,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,False,38,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,39,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,40,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,41,False,92597971,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,True,42,False,92597971,not_lethal,v7,,,,,,,,,121,,,LOSS,False,10
,False,43,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,44,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,45,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,46,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,47,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,48,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
False,False,49,True,92597971,,v7,2,Marnie's Grimmsnarl ex,120,Shadow Bullet,180,Dragapult ex,1,140,121,1,,LOSS,False,12
,False,50,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
False,False,51,True,92597971,,v7,2,Marnie's Grimmsnarl ex,120,Shadow Bullet,180,Dragapult ex,1,140,121,1,,LOSS,False,12
False,True,52,True,92597971,,v7,2,Marnie's Grimmsnarl ex,120,Shadow Bullet,180,Dragapult ex,1,140,121,1,,LOSS,False,12
,False,53,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,54,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,55,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,56,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,57,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,58,False,92597971,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,59,False,92597971,no_active,v7,,,,,,,,,121,,,LOSS,False,12
,False,60,False,92597971,no_active,v7,,,,,,,,,,,,LOSS,False,13
,False,61,False,92597971,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,62,False,92597971,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,63,False,92597971,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,14
,False,64,False,92597971,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,65,False,92597971,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,66,False,92597971,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,14
,False,67,False,92597971,not_2prize_ex,v7,,,,,,,,,120,,,LOSS,False,14
,False,68,False,92597971,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,14
,False,69,False,92597971,not_2prize_ex,v7,,,,,,,,,120,,,LOSS,True,14
,False,70,False,92597971,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,14
,False,71,False,92597971,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,14
,False,0,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,1,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,2,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,3,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,4,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,5,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,2
,False,6,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,2
,False,7,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,2
,False,8,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,2
,False,9,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,2
,False,10,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,2
,False,11,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,4
,False,12,False,92598921,not_2prize_ex,v7,,,,,,,,,120,,,LOSS,False,4
,False,13,False,92598921,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,4
,False,14,False,92598921,not_2prize_ex,v7,,,,,,,,,120,,,LOSS,False,4
,False,15,False,92598921,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,4
,False,16,False,92598921,not_2prize_ex,v7,,,,,,,,,120,,,LOSS,False,4
,False,17,False,92598921,not_2prize_ex,v7,,,,,,,,,120,,,LOSS,True,4
,False,18,False,92598921,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,4
,False,19,False,92598921,no_retreat_option,v7,,,,,,,,,120,,,LOSS,False,4
,False,20,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,4
,False,21,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,5
,False,22,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,6
,False,23,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,6
,False,24,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,6
,False,25,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,6
,False,26,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,6
,False,27,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,6
,False,28,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,6
,False,29,False,92598921,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,6
,False,30,False,92598921,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,6
,False,31,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,6
,False,32,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,6
,False,33,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,6
,False,34,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,6
,False,35,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,6
,False,36,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,6
,False,37,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,6
,False,38,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,6
,False,39,False,92598921,no_ready_bench,v7,,,,,,,,,121,,,LOSS,False,8
,False,40,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,41,False,92598921,no_ready_bench,v7,,,,,,,,,121,,,LOSS,False,8
,False,42,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,43,False,92598921,no_ready_bench,v7,,,,,,,,,121,,,LOSS,False,8
,False,44,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,45,False,92598921,no_ready_bench,v7,,,,,,,,,121,,,LOSS,False,8
,True,46,False,92598921,no_ready_bench,v7,,,,,,,,,121,,,LOSS,False,8
,False,47,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,48,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,49,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,50,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,51,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,52,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,8
,False,53,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,9
,False,54,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,55,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,56,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,57,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,58,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,59,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,60,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,61,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,62,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,63,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,64,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,65,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,10
,False,66,False,92598921,no_active,v7,,,,,,,,,,,,LOSS,False,11
,False,67,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,12
,False,68,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,12
,False,69,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,True,70,False,92598921,not_lethal,v7,,,,,,,,,121,,,LOSS,False,12
,False,71,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,72,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,73,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,74,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,75,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,76,False,92598921,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,12
,False,0,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,1,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,
,False,2,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,3,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,4,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,0
,False,5,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,1
,False,6,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,1
,False,7,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,1
,False,8,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,3
,False,9,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,3
,False,10,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,3
,False,11,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,3
,False,12,False,92599863,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,3
,True,13,False,92599863,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,3
,False,14,False,92599863,no_active,v7,,,,,,,,,119,,,LOSS,False,3
,False,15,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,4
,False,16,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,17,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,18,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,19,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,20,False,92599863,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,5
,False,21,False,92599863,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,5
,False,22,False,92599863,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,5
,False,23,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,24,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,25,False,92599863,not_2prize_ex,v7,,,,,,,,,119,,,LOSS,False,5
,False,26,False,92599863,no_retreat_option,v7,,,,,,,,,119,,,LOSS,False,5
,False,27,False,92599863,not_lethal,v7,,,,,,,,,121,,,LOSS,False,5
,False,28,False,92599863,not_lethal,v7,,,,,,,,,121,,,LOSS,False,5
,False,29,False,92599863,not_lethal,v7,,,,,,,,,121,,,LOSS,False,5
,False,30,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,5
,False,31,False,92599863,not_lethal,v7,,,,,,,,,121,,,LOSS,False,5
,False,32,False,92599863,not_lethal,v7,,,,,,,,,121,,,LOSS,True,5
,False,33,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,5
,False,34,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,5
,False,35,False,92599863,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,5
,False,36,False,92599863,no_retreat_option,v7,,,,,,,,,235,,,LOSS,False,5
,False,37,False,92599863,no_active,v7,,,,,,,,,,,,LOSS,False,6
,False,38,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,39,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,40,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,41,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,42,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,43,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,44,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,45,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,46,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,47,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,7
,False,48,False,92599863,no_ready_bench,v7,,,,,,,,,140,,,LOSS,False,9
,False,49,False,92599863,no_ready_bench,v7,,,,,,,,,140,,,LOSS,False,9
,False,50,False,92599863,no_retreat_option,v7,,,,,,,,,140,,,LOSS,False,9
,False,51,False,92599863,no_ready_bench,v7,,,,,,,,,140,,,LOSS,False,9
,False,52,False,92599863,no_ready_bench,v7,,,,,,,,,140,,,LOSS,False,9
,False,53,False,92599863,no_retreat_option,v7,,,,,,,,,140,,,LOSS,False,9
,False,54,False,92599863,no_ready_bench,v7,,,,,,,,,140,,,LOSS,True,9
,False,55,False,92599863,no_retreat_option,v7,,,,,,,,,140,,,LOSS,False,9
,False,56,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,9
,False,57,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,58,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,59,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,60,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,61,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,62,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,63,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,64,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,65,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,66,False,92599863,no_retreat_option,v7,,,,,,,,,121,,,LOSS,False,11
,False,0,False,92600818,no_active,v7,,,,,,,,,,,,WIN,False,
,False,1,False,92600818,no_active,v7,,,,,,,,,,,,WIN,False,
,False,2,False,92600818,no_active,v7,,,,,,,,,,,,WIN,False,0
,False,3,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,4,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,5,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,6,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,7,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,8,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,9,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,10,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,11,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,12,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,2
,False,13,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,14,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,2
,False,15,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,True,2
,False,16,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,2
,False,17,False,92600818,no_retreat_option,v7,,,,,,,,,235,,,WIN,False,2
,False,18,False,92600818,no_active,v7,,,,,,,,,,,,WIN,False,3
,False,19,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,4
,False,20,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,4
,False,21,False,92600818,no_retreat_option,v7,,,,,,,,,120,,,WIN,False,4
,False,22,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,4
,False,23,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,4
,False,24,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,4
,False,25,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,4
,False,26,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,4
,False,27,False,92600818,no_active,v7,,,,,,,,,,,,WIN,False,5
,False,28,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,6
,False,29,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,6
,False,30,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,6
,False,31,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,6
,False,32,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,6
,False,33,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,6
,False,34,False,92600818,no_retreat_option,v7,,,,,,,,,119,,,WIN,False,6
,False,35,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,6
,False,36,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,6
,False,37,False,92600818,not_2prize_ex,v7,,,,,,,,,119,,,WIN,False,6
,False,38,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,6
,False,39,False,92600818,no_retreat_option,v7,,,,,,,,,120,,,WIN,False,6
,False,40,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,6
,False,41,False,92600818,no_retreat_option,v7,,,,,,,,,120,,,WIN,False,6
,False,42,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,6
,False,43,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,6
,False,44,False,92600818,no_retreat_option,v7,,,,,,,,,120,,,WIN,False,6
,False,45,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,6
,False,46,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,6
,False,47,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,8
,False,48,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,49,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,50,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,51,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,52,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,53,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,54,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,55,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,56,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,57,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,58,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,True,59,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,8
,False,60,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,61,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,62,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,63,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,64,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,65,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,8
,False,66,False,92600818,no_active,v7,,,,,,,,,121,,,WIN,False,8
,False,67,False,92600818,no_ready_bench,v7,,,,,,,,,121,,,WIN,False,10
,False,68,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,10
,False,69,False,92600818,no_ready_bench,v7,,,,,,,,,121,,,WIN,False,10
,False,70,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,10
,False,71,False,92600818,no_ready_bench,v7,,,,,,,,,121,,,WIN,False,10
False,False,72,True,92600818,,v7,1,Leafeon ex,220,Moss Agate,230,Dragapult ex,1,80,121,1,,WIN,False,10
False,False,73,True,92600818,,v7,1,Leafeon ex,220,Moss Agate,230,Dragapult ex,1,80,121,1,,WIN,False,10
,False,74,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,10
False,False,75,True,92600818,,v7,1,Leafeon ex,220,Moss Agate,230,Dragapult ex,1,80,121,1,,WIN,False,10
,False,76,False,92600818,no_active,v7,,,,,,,,,,,,WIN,False,11
,False,77,False,92600818,not_2prize_ex,v7,,,,,,,,,120,,,WIN,False,12
,False,78,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,79,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,80,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,81,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,82,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
,False,83,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,84,False,92600818,not_lethal,v7,,,,,,,,,121,,,WIN,False,12
,False,85,False,92600818,no_retreat_option,v7,,,,,,,,,121,,,WIN,False,12
