episode_id,date,period,size_bytes,avg_score,min_score,sum_score,team0,team1,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards
82265505,2026-06-27,EARLY,1687944,1002.905490,988.330002,2005.810980,Takaaki Matsuda,tetsuro731,0,DECISIVE,1,76,12,11,2b3108749e2032d7,aa2398e69a3549ad,60,60
81524111,2026-06-23,EARLY,1494069,935.081348,926.323713,1870.162697,NeckBeard,yoshi,0,DECISIVE,0,64,7,6,95cf523ef7febb46,4911d251036bbddc,60,60
81454501,2026-06-23,EARLY,1437784,781.164644,707.588940,1562.329287,baudo828,NuuNohjo,1,DECISIVE,0,67,7,8,c560f1caa3468d1c,6f11053c647355ae,60,60
82344057,2026-06-28,EARLY,2271850,1130.291534,1100.425824,2260.583069,Legend Brothers,reika555,0,DECISIVE,0,91,11,10,31235eddd9aefebc,2b3108749e2032d7,60,60
82393986,2026-06-28,EARLY,1489494,1050.892592,1034.697105,2101.785185,俺達何え?チームcudgk,haiy_qq,1,DECISIVE,0,65,7,8,6948b9208b17fad2,2b3108749e2032d7,60,60
82064091,2026-06-26,EARLY,1742123,1234.872935,1230.074215,2469.745870,Jaga,aaa,1,DECISIVE,0,79,9,10,7e126a3431e21d4d,aa2398e69a3549ad,60,60
81439277,2026-06-23,EARLY,2768284,622.685563,554.385168,1245.371125,S3R3Bii,kidekikish,1,DECISIVE,1,113,16,17,aa2398e69a3549ad,cf54338b6b99acc3,60,60
82124111,2026-06-27,EARLY,3063899,1042.141728,1007.989296,2084.283456,Bigree,habakan,0,DECISIVE,0,113,9,8,b8027dd41807d784,4a256a933ac66a7b,60,60
81473435,2026-06-23,EARLY,2351035,621.977973,548.970351,1243.955946,I wanna be the very best,NiaAtSyzd,0,DECISIVE,0,96,13,12,da2a64c2ecaab66a,6c534f1524e51c74,60,60
82294990,2026-06-27,EARLY,2704014,971.349495,971.079978,1942.698991,suraki0120,Matthew Huang,1,DECISIVE,0,110,11,12,aa2398e69a3549ad,4a256a933ac66a7b,60,60
81961990,2026-06-26,EARLY,2470624,952.982355,947.535840,1905.964709,MPGaming,lingyundev,1,DECISIVE,1,99,12,13,6948b9208b17fad2,2b3108749e2032d7,60,60
82090157,2026-06-26,EARLY,2760315,1069.140478,1043.072340,2138.280956,Kinf11,hikarimaru,1,DECISIVE,1,106,20,21,cf54338b6b99acc3,2b3108749e2032d7,60,60
82707498,2026-06-29,EARLY,2982299,1313.991744,1280.543692,2627.983487,Takaaki Matsuda,Shun,0,DECISIVE,1,118,14,13,890af7220ecf499d,ec75fde5aaa1daf0,60,60
82481128,2026-06-28,EARLY,2487437,1191.386100,1186.381657,2382.772201,THIRD PTCG Club,NukoNiko15,0,DECISIVE,0,101,9,8,6b960e3ec5086fd3,2b3108749e2032d7,60,60
82385879,2026-06-28,EARLY,2542703,988.546871,982.757765,1977.093742,Hexylab,Octavi Grau,1,DECISIVE,1,100,12,13,aa2398e69a3549ad,4a256a933ac66a7b,60,60
82593206,2026-06-29,EARLY,2682266,1071.199370,1031.128754,2142.398740,capbloo,iwashi,0,DECISIVE,0,104,9,8,22e465ba34de23db,2b3108749e2032d7,60,60
82504514,2026-06-28,EARLY,2987308,963.800236,962.544083,1927.600473,Aditya,soraemon,0,DECISIVE,0,112,9,8,bb2d316213f97f70,ad9eb15621c47305,60,60
81591544,2026-06-24,EARLY,3054343,1007.596623,1000.600224,2015.193247,Inlon Kou,Jed Mijares,0,DECISIVE,0,112,15,14,dec7cdaef424b950,f52b72943cdb12d7,60,60
82301016,2026-06-27,EARLY,2746773,1072.639183,1057.259989,2145.278365,Exodia,suzume41,1,DECISIVE,1,109,10,11,2b3108749e2032d7,831fd3a04060c7c2,60,60
82263724,2026-06-27,EARLY,3316266,1136.140221,1103.382998,2272.280442,KakuTakagawa,suwat513,0,DECISIVE,1,125,12,11,2b3108749e2032d7,272e624d9683e14e,60,60
82039440,2026-06-26,EARLY,3089500,1016.297963,1003.155023,2032.595926,Ajay_Rao_43,adakoda,1,DECISIVE,0,118,11,12,4a256a933ac66a7b,4a256a933ac66a7b,60,60
81900526,2026-06-25,EARLY,2637927,1156.640314,1135.652966,2313.280627,Masahiro Nagasawa,チームロスギラ,1,DECISIVE,1,108,10,11,4a4bdaa4cc799960,7436a436fd90a94d,60,60
82411071,2026-06-28,EARLY,2465137,1037.100995,1020.161144,2074.201991,monnu,Yusukey12,0,DECISIVE,0,100,15,14,aa2398e69a3549ad,815f539a0c57442e,60,60
82492097,2026-06-28,EARLY,2568367,1027.688787,981.490389,2055.377573,Nomiyama　Yu,Banjo,0,DECISIVE,0,103,11,10,4a256a933ac66a7b,aa2398e69a3549ad,60,60
82505463,2026-06-28,EARLY,3312415,994.462647,984.760676,1988.925293,fujiborozoukin,ezreal77,1,DECISIVE,1,134,16,17,2b3108749e2032d7,48ce6cc5310e298f,60,60
81764488,2026-06-25,EARLY,3273916,968.540959,956.815086,1937.081917,カントー地方マスター,kouki__k_4869,1,DECISIVE,1,125,16,17,cf54338b6b99acc3,878d8d9ada634b46,60,60
81713829,2026-06-24,EARLY,2891290,946.617531,921.798265,1893.235061,Bektursyn Shaimerden,xue1213,1,DECISIVE,0,109,11,12,4a256a933ac66a7b,6948b9208b17fad2,60,60
81464763,2026-06-23,EARLY,3341241,764.464178,716.509485,1528.928357,sunako24d,holyholy,1,DECISIVE,1,128,10,11,e4465735c1f698e2,6c534f1524e51c74,60,60
82010348,2026-06-26,EARLY,3255793,1074.131506,1042.107666,2148.263013,TTU Thome,Team kuma,1,DECISIVE,0,123,15,16,a3f1d2935659226e,cf54338b6b99acc3,60,60
82538218,2026-06-29,EARLY,2815846,1085.557626,1064.424274,2171.115252,MtN,らすはる,1,DECISIVE,0,107,13,14,755af6541b064429,d97004b63104f708,60,60
81471761,2026-06-23,EARLY,2893040,655.825860,601.315249,1311.651720,koiwashi,Rushil Ramachandran,0,DECISIVE,1,118,14,13,01e3b9c098771ebd,aa2398e69a3549ad,60,60
81556336,2026-06-24,EARLY,3618898,1008.640218,1006.267889,2017.280436,TomTom,n=1,1,DECISIVE,0,132,9,10,247a5dc95aff7788,6948b9208b17fad2,60,60
82077495,2026-06-26,EARLY,3616341,991.476991,986.626354,1982.953982,sqrt4kaido,konaito,1,DECISIVE,1,135,10,11,2b3108749e2032d7,831fd3a04060c7c2,60,60
81651541,2026-06-24,EARLY,3976832,961.832486,918.033582,1923.664972,チームロスギラ,yue13,0,DECISIVE,0,145,15,14,a033289729234cd2,59138a345c6b933a,60,60
81458475,2026-06-23,EARLY,3880585,840.885039,831.780606,1681.770078,nowan,Chikuwabu,1,DECISIVE,1,145,10,11,59138a345c6b933a,9f7b10daf7dc00ca,60,60
81672813,2026-06-24,EARLY,4023229,950.410654,901.259837,1900.821308,Powerful Hands Is All You Need,Ricardo Nakadomari,0,DECISIVE,0,149,9,8,94a74a2b69d27207,d60bd450662912be,60,60
81564026,2026-06-24,EARLY,3932408,997.562321,982.150216,1995.124642,Brian,IIDA,0,DECISIVE,0,139,21,20,633a6e693834e6a7,6948b9208b17fad2,60,60
82476624,2026-06-28,EARLY,3989844,1086.440040,1077.600841,2172.880079,shimacos,GarlicToday,0,DECISIVE,1,144,16,15,d618f01afde0c0c5,2b3108749e2032d7,60,60
82648398,2026-06-29,EARLY,4041906,1012.539788,1008.486913,2025.079576,iwawawawa iwawa,dreamtear,1,DECISIVE,0,144,13,14,5d6516d5aaf4c75d,b166b6b93aa1670b,60,60
82165922,2026-06-27,EARLY,3520381,1060.415856,1058.852004,2120.831713,peeta pit,5.5,1,DECISIVE,1,130,12,13,2b3108749e2032d7,902b00d2b6f713c2,60,60
81930209,2026-06-26,EARLY,3934708,1083.211605,1035.512805,2166.423210,Shirag Maharaj,Inlon Kou,1,DECISIVE,0,137,15,16,cf54338b6b99acc3,dec7cdaef424b950,60,60
81726038,2026-06-24,EARLY,3744703,947.159900,928.820242,1894.319800,HiroyukiSasaki,datnt114,1,DECISIVE,0,136,15,16,948b0508c38b60ba,4a256a933ac66a7b,60,60
82076453,2026-06-26,EARLY,3452167,1025.478159,985.249472,2050.956318,hayle60,Team Rocket,1,DECISIVE,0,131,13,14,cf54338b6b99acc3,e7e6ae056098df1c,60,60
82259913,2026-06-27,EARLY,3620551,951.421573,941.815267,1902.843146,Japanese Kaggle Newbie,Blacklions.,0,DECISIVE,1,138,12,11,2b3108749e2032d7,4a256a933ac66a7b,60,60
81590260,2026-06-24,EARLY,3441847,953.074197,919.277737,1906.148393,hideMonkey,ヌメルゴンex,1,DECISIVE,0,123,9,10,4a256a933ac66a7b,90c1a3f3163f9edd,60,60
81714764,2026-06-24,EARLY,3510072,990.042838,929.995338,1980.085676,djschmit,hiroyuki tahuma,0,DECISIVE,0,130,11,10,4687026fcbc2d0cb,c61a10379c017038,60,60
82338494,2026-06-28,EARLY,3847246,966.825917,951.181873,1933.651835,GarlicToday,Masatoshi Henmi,1,DECISIVE,0,136,23,24,831fd3a04060c7c2,94d15b6068715910,60,60
81537138,2026-06-23,EARLY,3935955,1059.533452,1023.199950,2119.066904,zoira,Haramball forever!,1,DECISIVE,0,147,13,14,59138a345c6b933a,4a256a933ac66a7b,60,60
82634740,2026-06-29,EARLY,3910986,990.058717,973.136037,1980.117435,yq line,Ajishio,0,DECISIVE,0,140,13,12,4a256a933ac66a7b,c51189f519cd1c07,60,60
82319524,2026-06-28,EARLY,4027291,1089.560498,1081.110179,2179.120997,Legend Brothers,RtoABC,1,DECISIVE,0,147,15,16,31235eddd9aefebc,a75a8d5778834ad9,60,60
82475485,2026-06-28,EARLY,3472023,1041.440132,1021.185342,2082.880264,klog,渡邊征央,1,DECISIVE,1,133,14,15,2b3108749e2032d7,2b3108749e2032d7,60,60
82022071,2026-06-26,EARLY,3550731,999.083253,967.977100,1998.166506,Nomiyama　Yu,c-number,1,DECISIVE,0,134,11,12,4a256a933ac66a7b,b76538df393ecad6,60,60
82492634,2026-06-28,EARLY,3646152,1023.264337,1005.293053,2046.528675,好吃的台灣拉麵,MooDerEchte,1,DECISIVE,0,138,15,14,cf54338b6b99acc3,2b3108749e2032d7,60,60
82453338,2026-06-28,EARLY,3659230,970.772319,923.238275,1941.544637,Fayche,fujiborozoukin,1,DECISIVE,0,140,13,14,2209c374c5fe2353,2b3108749e2032d7,60,60
81528168,2026-06-23,EARLY,3968176,795.092362,761.513426,1590.184724,Kurokawa,yuichiro miyamae,1,DECISIVE,0,141,23,24,6c534f1524e51c74,6143634cde029e33,60,60
82150755,2026-06-27,EARLY,3850025,1023.734058,1012.381227,2047.468116,Shunji Minode,Xander,1,DECISIVE,0,145,13,14,8be9c7c4fe9d0254,ec75fde5aaa1daf0,60,60
81868134,2026-06-25,EARLY,4222089,979.086827,963.321954,1958.173655,Blacklions.,Fran Milla,0,DECISIVE,0,152,11,10,4a256a933ac66a7b,2768139fe1eb6d0b,60,60
81619373,2026-06-24,EARLY,4732543,1076.015561,1037.988528,2152.031123,Pixegami,yoshimasak,1,DECISIVE,0,171,15,16,28e08086f5844701,59138a345c6b933a,60,60
81707346,2026-06-24,EARLY,4597111,943.330058,918.311461,1886.660116,Penguin,MPGaming,1,DECISIVE,0,159,22,22,64e146b2133f7b99,6948b9208b17fad2,60,60
81674226,2026-06-24,EARLY,4710641,958.363969,945.591278,1916.727939,XtraLearning,Ingenio,0,DECISIVE,1,163,24,23,cf54338b6b99acc3,52bf12478558b725,60,60
81915492,2026-06-25,EARLY,4701116,1227.609543,1224.646107,2455.219085,aidy,yoshimasak,0,DECISIVE,0,164,9,8,831fd3a04060c7c2,59138a345c6b933a,60,60
82325923,2026-06-28,EARLY,4393522,957.664610,940.108867,1915.329220,Naoshin,Anirudh K,0,DECISIVE,0,153,13,12,4a256a933ac66a7b,6c534f1524e51c74,60,60
82298232,2026-06-27,EARLY,4097697,1176.087323,1173.332145,2352.174647,kawachi,nsytsqdtn,1,DECISIVE,0,148,11,12,6a52f924c124b4df,2b3108749e2032d7,60,60
82426980,2026-06-28,EARLY,4311212,1156.656606,1152.630713,2313.313212,katsudon 421,mikelou1,0,DECISIVE,1,150,14,13,65c1c1667f96d6d8,596d814be92eab55,60,60
81567859,2026-06-24,EARLY,4649530,959.999129,892.164017,1919.998258,ebisu_ya,チームロスギラ,0,DECISIVE,0,157,15,14,ec6f84cdcccc913b,a033289729234cd2,60,60
82373652,2026-06-28,EARLY,4444600,962.313107,952.582045,1924.626213,ebisu_ya,Hiro Nomo,0,DECISIVE,0,164,13,12,aa2398e69a3549ad,60c3e5ab24904782,60,60
81668110,2026-06-24,EARLY,4862228,1003.808890,981.568455,2007.617780,f.a.nina,門司 匡広,0,DECISIVE,0,164,13,12,4a256a933ac66a7b,6c534f1524e51c74,60,60
82013446,2026-06-26,EARLY,4431577,1022.747496,974.962389,2045.494992,akahane,Legend Brothers,1,DECISIVE,0,157,15,16,9908e937128aa33b,31235eddd9aefebc,60,60
82370369,2026-06-28,EARLY,4223452,978.146317,965.872926,1956.292634,ne Artem Savchenko,Yxy2001,1,DECISIVE,0,146,11,12,4a256a933ac66a7b,2b3108749e2032d7,60,60
82448783,2026-06-28,EARLY,4751888,1113.155260,1110.772384,2226.310520,yiyu0716,チームロスギラ,1,DECISIVE,1,166,12,13,2b3108749e2032d7,7436a436fd90a94d,60,60
82468380,2026-06-28,EARLY,4362002,968.911750,939.596216,1937.823499,Yuiki,BackFiring,0,DECISIVE,0,162,13,12,753c7d1f9e30d5be,4a256a933ac66a7b,60,60
81504338,2026-06-23,EARLY,4230469,723.524346,647.377499,1447.048693,N.Y,Kazuhiro O,1,DECISIVE,0,167,7,8,ad9eb15621c47305,bd3a5d98cf29cbc3,60,60
82579563,2026-06-29,EARLY,4729178,1097.247966,1092.291753,2194.495932,mikelou1,taka,0,DECISIVE,1,169,14,13,713a673323897fef,59138a345c6b933a,60,60
82082880,2026-06-26,EARLY,4136679,980.929202,964.290016,1961.858404,ShumpeiNomura,harmo-miu,0,DECISIVE,0,151,13,12,a52543fc87a97ef2,6c534f1524e51c74,60,60
82017775,2026-06-26,EARLY,4246146,1130.784886,1128.539748,2261.569772,nsytsqdtn,Kyohei,0,DECISIVE,1,152,18,17,2b3108749e2032d7,cf54338b6b99acc3,60,60
82181135,2026-06-27,EARLY,4404633,1050.039312,1035.750104,2100.078624,Patrick Chan,Pixegami,1,DECISIVE,0,153,15,16,f2390a7e5d8e3c94,28e08086f5844701,60,60
81484376,2026-06-23,EARLY,4381317,915.401289,911.365976,1830.802577,yuu2704,和田竜一,0,DECISIVE,0,151,11,10,4a256a933ac66a7b,6c534f1524e51c74,60,60
82444809,2026-06-28,EARLY,4265670,1118.031283,1095.095273,2236.062565,ヌメルゴンex,THIRD PTCG Club,1,DECISIVE,0,152,15,16,a7ecb399eff72c6a,bf4fd9046cb2d210,60,60
82628056,2026-06-29,EARLY,4605644,1011.895966,974.898084,2023.791932,ne Artem Savchenko,Gappy,0,DECISIVE,1,165,14,13,2b3108749e2032d7,433c63791dfad146,60,60
81903963,2026-06-25,EARLY,4276343,955.562191,950.670179,1911.124383,Testuo&Ryuji,東京旅行,0,DECISIVE,0,171,11,10,bd3a5d98cf29cbc3,08243e2321f0e11e,60,60
81814983,2026-06-25,EARLY,4447562,965.072050,914.791864,1930.144100,Bruno Escalhao,mmwstudy,0,DECISIVE,0,153,17,16,e4e79fcca78f4293,7452774657ad1444,60,60
82600791,2026-06-29,EARLY,5340885,1209.758612,1209.387233,2419.517223,Gotem Penguin,nattomaki,0,DECISIVE,0,190,11,10,f9b67c5efbba736e,215bc19f41007af0,60,60
81618782,2026-06-24,EARLY,7335867,947.872200,944.811389,1895.744399,Gotta catch 'em all,suis101,0,DECISIVE,1,261,12,11,59138a345c6b933a,bd3a5d98cf29cbc3,60,60
81933930,2026-06-26,EARLY,5624380,964.642958,929.726758,1929.285916,Aman Atar,kenkoooo,0,DECISIVE,0,185,15,14,64e146b2133f7b99,831fd3a04060c7c2,60,60
81851846,2026-06-25,EARLY,5349025,1025.485871,975.624800,2050.971743,yoiki,GoodMorning,1,DECISIVE,0,178,15,16,831fd3a04060c7c2,831fd3a04060c7c2,60,60
82368332,2026-06-28,EARLY,6680231,1027.330561,1002.950961,2054.661122,好吃的台灣拉麵,ei8171,0,DECISIVE,0,212,27,26,cf54338b6b99acc3,2b3108749e2032d7,60,60
81879205,2026-06-25,EARLY,5034226,972.520564,937.288934,1945.041128,Natalia Jaśkowska,NecromanAlbert,1,DECISIVE,0,180,11,12,52bf12478558b725,59138a345c6b933a,60,60
82096564,2026-06-26,EARLY,4988877,1011.356194,1007.351262,2022.712389,TTT Is All You Need,Team,0,DECISIVE,0,183,13,12,46becdc8f8899835,59138a345c6b933a,60,60
82049501,2026-06-26,EARLY,5277152,1049.084558,1031.150186,2098.169116,pompom555,ne Artem Savchenko,1,DECISIVE,1,178,16,17,cf54338b6b99acc3,2b3108749e2032d7,60,60
81973724,2026-06-26,EARLY,5908483,1062.743748,1047.388610,2125.487497,aidy,Togo,0,DECISIVE,0,200,13,13,831fd3a04060c7c2,831fd3a04060c7c2,60,60
81959165,2026-06-26,EARLY,5787571,1019.580850,981.291979,2039.161701,Tanupro,shimacos,0,DECISIVE,0,192,23,22,cf54338b6b99acc3,cf54338b6b99acc3,60,60
82130501,2026-06-27,EARLY,6616177,1083.980397,1049.866452,2167.960794,vibechu,daiki_pyonkichi,0,DECISIVE,0,222,15,14,72425533dadc98a1,831fd3a04060c7c2,60,60
81837922,2026-06-25,EARLY,4882797,954.432446,942.517294,1908.864892,pompom555,Cosmic Birefringence,1,DECISIVE,1,174,22,23,cf54338b6b99acc3,593615e603566f8f,60,60
82050047,2026-06-26,EARLY,6160191,1009.572683,1005.973946,2019.145365,hau,Kendamarron,1,DECISIVE,1,200,28,29,86499e4fd823b2f6,6948b9208b17fad2,60,60
82102744,2026-06-26,EARLY,4935522,982.356726,975.575074,1964.713453,Psychic Genesis,fufufufufuko,1,DECISIVE,0,170,13,14,78424bb7b3831f69,f575288d2b9f7bd3,60,60
82584133,2026-06-29,EARLY,7236902,980.740981,969.478973,1961.481961,monnosuke,btk15049,0,DECISIVE,0,231,19,18,d5e2e6b068b45bf0,0741acc7a0a81516,60,60
82381311,2026-06-28,EARLY,5651062,967.774840,958.067058,1935.549680,Y2Dex,Tanishi＆haru,1,DECISIVE,0,188,21,22,cf54338b6b99acc3,05e63c3f2a7ecec1,60,60
81950270,2026-06-26,EARLY,5425706,1019.064587,988.744961,2038.129173,Ken Page,suwat513,0,DECISIVE,0,181,23,22,f519414181f507a2,f95d704202ebc6d7,60,60
82027118,2026-06-26,EARLY,6588143,1035.819514,1033.162771,2071.639028,Shirag Maharaj,NecromanAlbert,1,DECISIVE,0,220,17,18,cf54338b6b99acc3,59138a345c6b933a,60,60
81455591,2026-06-23,EARLY,5202736,748.840742,728.607318,1497.681484,Yuki Tani,Natalia Jaśkowska,1,DECISIVE,0,174,13,14,6c534f1524e51c74,52bf12478558b725,60,60
81569069,2026-06-24,EARLY,5309490,968.855379,919.849647,1937.710759,Xunden,Skyscraver,0,DECISIVE,0,189,9,8,4a256a933ac66a7b,bd3a5d98cf29cbc3,60,60
82195776,2026-06-27,EARLY,6785719,1089.454542,1071.012623,2178.909084,Ajishio,TOMOYA Tsunakawa,1,DECISIVE,0,242,17,18,ca8556aeaedd5e09,59138a345c6b933a,60,60
81947637,2026-06-26,EARLY,4987550,973.737466,964.998642,1947.474932,Lapra5,Katsuhito Muroi,0,DECISIVE,0,180,11,10,8d8af3b7021430ef,59138a345c6b933a,60,60
82308289,2026-06-27,EARLY,4997139,966.632926,953.918448,1933.265852,yuziri,Hawk,1,DECISIVE,0,179,15,16,cf54338b6b99acc3,74c27650b18b57e3,60,60
82007536,2026-06-26,EARLY,7606245,1056.722041,1004.763005,2113.444082,Ricardo Nakadomari,FirstSS-Sub,1,DECISIVE,1,241,28,29,d60bd450662912be,0b99dec21056b2f3,60,60
81450604,2026-06-23,EARLY,6963592,649.458613,611.886648,1298.917227,yuki #4,yanakatsu,0,DECISIVE,0,243,39,38,4164643d1cfb5694,36b9eec2910872dd,60,60
83948597,2026-07-04,EARLY,1310402,1080.794667,1035.170986,2161.589334,ikeyu,渡邊征央,1,DECISIVE,0,62,5,6,a88ac606b2d71a36,b43a53d96da0f0b5,60,60
83038322,2026-07-01,EARLY,2335149,1152.519180,1112.952412,2305.038361,Ajishio,Michael Krager,1,DECISIVE,0,95,15,16,c51189f519cd1c07,a88ac606b2d71a36,60,60
83456057,2026-07-03,EARLY,2642082,1069.848071,1042.606393,2139.696142,カドラバ Kadoraba,ykuroka,0,DECISIVE,0,108,13,12,c7200b56dc7c4c6f,7c58f3915e31351e,60,60
83391351,2026-07-02,EARLY,1728781,1115.975110,1079.437351,2231.950220,Yushin Ito,ezreal77,1,DECISIVE,0,74,7,8,aa2398e69a3549ad,48ce6cc5310e298f,60,60
83887876,2026-07-04,EARLY,2394006,1124.921888,1078.433318,2249.843777,zoroark190,Akira-Ninth,0,DECISIVE,0,99,9,8,7c0a454617fc9ab4,9d1dad39ec641aa0,60,60
82923809,2026-06-30,EARLY,2522783,1116.932545,1105.594134,2233.865091,Kunal Aarse,yiyu0716,1,DECISIVE,1,102,10,11,b166b6b93aa1670b,2b3108749e2032d7,60,60
82906734,2026-06-30,EARLY,1850372,1103.547979,1059.148262,2207.095958,Yasuo 0/10/0,Super Mippo,0,DECISIVE,1,82,10,9,59138a345c6b933a,7c58f3915e31351e,60,60
84472463,2026-07-06,EARLY,674594,1057.514642,1021.674444,2115.029284,渡邊征央,Yushin Ito,0,DECISIVE,0,34,3,2,b43a53d96da0f0b5,aa2398e69a3549ad,60,60
84463034,2026-07-06,EARLY,2114543,1078.940815,1064.512696,2157.881631,渡邊征央,Yushin Ito,0,DECISIVE,0,90,7,6,b43a53d96da0f0b5,aa2398e69a3549ad,60,60
83282915,2026-07-02,EARLY,1452557,1195.050569,1172.028170,2390.101137,S4nkurero,Michael Krager,0,DECISIVE,0,68,7,6,b43a53d96da0f0b5,a88ac606b2d71a36,60,60
83681757,2026-07-03,EARLY,2410679,1085.886736,990.283460,2171.773472,Gappy,Yushin Ito,0,DECISIVE,0,104,11,10,433c63791dfad146,aa2398e69a3549ad,60,60
84358436,2026-07-06,EARLY,1609594,1071.850538,1026.212668,2143.701075,Pokkén,zoroark190,1,DECISIVE,1,71,6,7,50bffd8b08d6667c,0fb452788ceca249,60,60
83589403,2026-07-03,EARLY,1810413,1245.207222,1219.280513,2490.414445,tonakaiiii,Yushin Ito,1,DECISIVE,0,82,11,12,b43a53d96da0f0b5,aa2398e69a3549ad,60,60
83744034,2026-07-04,EARLY,2770635,1172.591145,1163.933520,2345.182290,WinDecks,kazuki0123,1,DECISIVE,0,110,7,8,27b307e62db35245,c9d8794e26a87fa3,60,60
84423849,2026-07-06,EARLY,2058106,1065.960347,1032.055783,2131.920693,aidy,WinDecks,1,DECISIVE,0,91,8,8,831fd3a04060c7c2,478924c6d1995606,60,60
83661323,2026-07-03,EARLY,2781354,1088.858343,1062.967697,2177.716687,Akira-Ninth,MR.h,1,DECISIVE,1,102,20,21,9d1dad39ec641aa0,7c58f3915e31351e,60,60
83424943,2026-07-02,EARLY,1104318,1098.773230,1069.620941,2197.546460,Gotem Penguin,Michael Krager,0,DECISIVE,0,48,5,4,f9b67c5efbba736e,a88ac606b2d71a36,60,60
82805619,2026-06-30,EARLY,2146710,1272.603060,1263.542802,2545.206119,tomatomato,カドラバ Kadoraba,0,DECISIVE,0,91,7,6,ad9eb15621c47305,dec7cdaef424b950,60,60
83349448,2026-07-02,EARLY,2248155,1139.086558,1079.815660,2278.173115,tonakaiiii,Issac Netero,0,DECISIVE,0,94,7,6,b43a53d96da0f0b5,e51fedf968c4efda,60,60
82908268,2026-06-30,EARLY,1056014,1107.255724,1084.877664,2214.511448,S4nkurero,anngle,1,DECISIVE,0,49,3,4,831fd3a04060c7c2,b166b6b93aa1670b,60,60
84471784,2026-07-06,EARLY,2149725,1083.770105,1079.004919,2167.540210,渡邊征央,zhan renyi,1,DECISIVE,0,95,9,10,b43a53d96da0f0b5,40fa447486e93faf,60,60
83059679,2026-07-01,EARLY,525113,1184.328665,1179.889892,2368.657331,Michael Krager,pokeka_ryo,1,DECISIVE,0,27,3,4,a88ac606b2d71a36,27b307e62db35245,60,60
83387067,2026-07-02,EARLY,1059089,1157.784513,1101.315473,2315.569027,Moegi,The Debauchery Tea Party,1,DECISIVE,1,52,4,5,98ecdbce8bd61a0f,910dcaefeb77a2f0,60,60
84001921,2026-07-05,EARLY,2348683,1089.365639,1047.014462,2178.731279,Dũng Đỗ,Oshbocker,1,DECISIVE,0,94,9,10,69252ea384766495,2b3108749e2032d7,60,60
83943303,2026-07-04,EARLY,394808,1138.923468,1104.339179,2277.846937,ShumpeiNomura,zoroark190,1,DECISIVE,0,21,1,2,5f973872992c4b08,7c0a454617fc9ab4,60,60
82911159,2026-06-30,EARLY,3446917,1256.918293,1249.167291,2513.836585,pztriatomic,The Debauchery Tea Party,0,DECISIVE,1,132,10,9,2b3108749e2032d7,910dcaefeb77a2f0,60,60
83814650,2026-07-04,EARLY,3435507,1127.440455,1116.309662,2254.880911,WinDecks,渡邊征央,1,DECISIVE,0,142,11,12,27b307e62db35245,b43a53d96da0f0b5,60,60
83309743,2026-07-02,EARLY,3094367,1134.847172,1117.304699,2269.694343,YIN,yamy893,1,DECISIVE,1,113,10,11,890af7220ecf499d,d9614beda9774552,60,60
84426026,2026-07-06,EARLY,3008431,1047.895081,1032.797853,2095.790161,WinDecks,Kotaro OKUYAMA,1,DECISIVE,0,123,7,8,478924c6d1995606,910dcaefeb77a2f0,60,60
84433816,2026-07-06,EARLY,3653466,1044.484926,1007.533960,2088.969853,payanotty,Bata09,0,DECISIVE,0,141,11,10,0078ce0f297a4597,b13b062a5e20bcf3,60,60
83869050,2026-07-04,EARLY,3493888,1070.371294,1015.271227,2140.742588,kazuki0123,Furkan Pirinc,1,DECISIVE,0,127,11,12,c9d8794e26a87fa3,2b3108749e2032d7,60,60
82825067,2026-06-30,EARLY,2869546,1076.554685,1063.092587,2153.109370,kami,romthpt,0,DECISIVE,0,110,11,10,831fd3a04060c7c2,2b3108749e2032d7,60,60
83192485,2026-07-02,EARLY,3579399,1127.394411,1101.515421,2254.788822,suguuuuu & hiehie,CardPilotLab,1,DECISIVE,0,131,15,16,dec7cdaef424b950,890af7220ecf499d,60,60
83390712,2026-07-02,EARLY,2938616,1112.483672,1057.275858,2224.967345,Kazuta MIZUTA,Dick Jessen William,1,DECISIVE,1,112,12,13,b166b6b93aa1670b,9c8099036f7d7f16,60,60
84202850,2026-07-05,EARLY,3538707,1046.915141,1035.482172,2093.830282,genki toyama,怒破餓鬼,0,DECISIVE,0,132,11,10,898f15c46cf94538,3da418017b237a5f,60,60
83890594,2026-07-04,EARLY,3436638,1151.567843,1125.102330,2303.135685,tonakaiiii,zoroark190,1,DECISIVE,0,131,9,10,b43a53d96da0f0b5,7c0a454617fc9ab4,60,60
82900640,2026-06-30,EARLY,2925873,1180.418440,1169.720900,2360.836880,Shun,カドラバ Kadoraba,1,DECISIVE,1,115,8,9,ec75fde5aaa1daf0,a08c00547af63ae9,60,60
82905904,2026-06-30,EARLY,3019235,1165.173703,1107.744549,2330.347405,kawachi,Legend Brothers,1,DECISIVE,0,119,15,16,9b0067512e7461eb,31235eddd9aefebc,60,60
83699525,2026-07-03,EARLY,3232546,1109.578716,1104.318862,2219.157433,pokeka_ryo,suguuuuu & hiehie,1,DECISIVE,0,125,11,12,27b307e62db35245,cf54338b6b99acc3,60,60
