episode_id,date,period,timestamp,team0,team1,min_score,sum_score,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards,source
84920697,2026-07-08,MIDDLE,2026-07-08T23:21:18.3976558,kuromoka,LiamK,1025.617299,2094.046588,1,DECISIVE,0,122,15,16,b7fe4794b7f5835b,40fa447486e93faf,60,60,pilot_reuse
84545499,2026-07-07,MIDDLE,2026-07-07T05:25:42.6655486,vibechu,Majkel1337,1193.883073,2432.165376,0,DECISIVE,0,110,7,6,8c6a91def4dd5f6c,831fd3a04060c7c2,60,60,pilot_reuse
84880457,2026-07-08,MIDDLE,2026-07-08T18:20:41.7037921,渡邊征央,Yushin Ito,1037.870347,2200.399770,1,DECISIVE,0,174,12,12,b43a53d96da0f0b5,910dcaefeb77a2f0,60,60,pilot_reuse
85997599,2026-07-14,MIDDLE,2026-07-14T22:30:10.3928208,THIRD PTCG Club,Takaaki Matsuda,1094.064250,2266.261399,1,DECISIVE,0,127,15,16,c8e3597d524a0e79,248f452e8b8aa953,60,60,pilot_reuse
85070210,2026-07-09,MIDDLE,2026-07-09T19:33:42.3833495,OSELCOUN,nasuo445,1072.744841,2171.160714,0,DECISIVE,0,142,11,10,b20e3e96100a11d5,e34dae96b1984485,60,60,pilot_reuse
86163833,2026-07-15,MIDDLE,2026-07-15T20:08:05.3262476,kashiwashira,WinDecks,1055.740152,2210.131256,0,DECISIVE,0,106,11,10,bd0509fb088518b1,478924c6d1995606,60,60,pilot_reuse
85523853,2026-07-12,MIDDLE,2026-07-12T05:39:05.2658266,WinDecks,youtube.com/@BigBugginnings,1060.469224,2204.570691,1,DECISIVE,0,170,13,14,478924c6d1995606,219bb78661ad6ccd,60,60,pilot_reuse
85533367,2026-07-12,MIDDLE,2026-07-12T06:55:07.3958970,mitomeat823,BluezLee,1005.302254,2148.083536,1,DECISIVE,0,123,29,30,7800c70ef460208a,0d2a3e2649f24fb1,60,60,pilot_reuse
85989515,2026-07-14,MIDDLE,2026-07-14T21:34:10.3306860,ttmn,taksai,1045.080525,2180.128617,1,DECISIVE,0,121,13,14,fcac695071c3f3cf,cf827fff53a7d57b,60,60,pilot_reuse
86412859,2026-07-17,MIDDLE,2026-07-17T02:59:10.4274263,Majkel1337,Luca,1221.690569,2443.600199,1,DECISIVE,0,200,11,12,fcac695071c3f3cf,dc2ce39b94cbbb38,60,60,pilot_reuse
85348245,2026-07-11,MIDDLE,2026-07-11T06:02:59.9007602,youtube.com/@BigBugginnings,matsurih,1039.005274,2128.440659,0,DECISIVE,0,170,11,10,219bb78661ad6ccd,831fd3a04060c7c2,60,60,pilot_reuse
84898988,2026-07-08,MIDDLE,2026-07-08T20:40:41.6360748,Mykhailo Kalus,nasuo445,1003.992261,2137.346722,1,DECISIVE,0,219,13,14,c9d8794e26a87fa3,e34dae96b1984485,60,60,pilot_reuse
85481108,2026-07-12,MIDDLE,2026-07-12T00:03:30.6761339,Dũng Đỗ,Majkel1337,1055.358323,2158.558246,1,DECISIVE,0,140,17,18,147595d71b360f2c,b20e3e96100a11d5,60,60,pilot_reuse
84750852,2026-07-08,MIDDLE,2026-07-08T01:01:25.0494928,LiamK,tonakaiiii,1065.609055,2170.949676,1,DECISIVE,0,238,27,28,3371c6e0d2105401,b43a53d96da0f0b5,60,60,pilot_reuse
85404887,2026-07-11,MIDDLE,2026-07-11T13:47:06.5787583,firstbreak32,junlee789 - 이준,1011.306911,2144.457363,1,DECISIVE,0,145,15,16,49c73af4f8ad03d9,e34dae96b1984485,60,60,pilot_reuse
86169987,2026-07-15,MIDDLE,2026-07-15T20:56:06.1559168,THIRD PTCG Club,bono,1135.832496,2293.218426,1,DECISIVE,0,153,13,14,88739802da194717,b20e3e96100a11d5,60,60,pilot_reuse
85008845,2026-07-09,MIDDLE,2026-07-09T11:17:17.6553214,ShumpeiNomura,kuromoka,1069.463060,2144.301757,1,DECISIVE,0,143,11,12,156485fe400622e4,b7fe4794b7f5835b,60,60,pilot_reuse
84788305,2026-07-08,MIDDLE,2026-07-08T05:58:19.1163958,btk15049,nasuo445,1060.218458,2160.606487,0,DECISIVE,1,172,12,11,dafa1e6efd85150e,e34dae96b1984485,60,60,pilot_reuse
85984709,2026-07-14,MIDDLE,2026-07-14T20:58:09.9793892,fuga doggo,bono,1027.950864,2167.826349,1,DECISIVE,0,156,13,14,b20e3e96100a11d5,b43a53d96da0f0b5,60,60,pilot_reuse
86778603,2026-07-18,MIDDLE,2026-07-18T23:29:05.2316062,THIRD PTCG Club,Luca,1174.663688,2359.942857,1,DECISIVE,0,166,11,12,58c4d89cf8edc355,dc2ce39b94cbbb38,60,60,pilot_reuse
86816287,2026-07-19,MIDDLE,2026-07-19T04:01:08.6844254,Yushin Ito,Luca,1146.251533,2385.744206,0,DECISIVE,0,186,15,14,b20e3e96100a11d5,dc2ce39b94cbbb38,60,60,pilot_reuse
84637928,2026-07-07,MIDDLE,2026-07-07T14:02:11.3492549,渡邊征央,wao zhang,1024.197437,2082.345060,1,DECISIVE,0,151,11,12,b43a53d96da0f0b5,2b3108749e2032d7,60,60,pilot_reuse
85795660,2026-07-13,MIDDLE,2026-07-13T19:59:28.2553321,Raihan Ramadistra,bono,1026.436934,2181.693560,1,DECISIVE,0,106,11,12,69252ea384766495,b20e3e96100a11d5,60,60,pilot_reuse
87031666,2026-07-20,MIDDLE,2026-07-20T06:37:25.7994529,Kazama Yusuke,Majkel1337,1103.425025,2276.561511,0,DECISIVE,0,191,11,10,dc2ce39b94cbbb38,fcac695071c3f3cf,60,60,pilot_reuse
86796220,2026-07-19,MIDDLE,2026-07-19T01:33:08.3527821,kashiwashira,齐乐,1043.402978,2216.757549,0,DECISIVE,0,208,17,16,0fe5bb1f17b6b854,fcac695071c3f3cf,60,60,pilot_reuse
86368623,2026-07-16,MIDDLE,2026-07-16T21:27:11.3748956,youtube.com/@BigBugginnings,Rmy,1126.859175,2256.794872,0,DECISIVE,0,143,11,10,219bb78661ad6ccd,fcac695071c3f3cf,60,60,pilot_reuse
84704649,2026-07-07,MIDDLE,2026-07-07T20:25:43.6743105,Akira-Ninth,THIRD PTCG Club,1070.359550,2143.882812,0,DECISIVE,1,178,12,11,9d1dad39ec641aa0,b43a53d96da0f0b5,60,60,pilot_reuse
85881412,2026-07-14,MIDDLE,2026-07-14T06:35:18.5649466,Rmy,THIRD PTCG Club,1081.243210,2244.465640,1,DECISIVE,0,98,9,10,5ef1f4c673271c4f,1e1aceae4b6358f6,60,60,pilot_reuse
84706067,2026-07-07,MIDDLE,2026-07-07T20:33:41.3605840,kazuki0123,nasuo445,1050.932021,2108.220877,0,DECISIVE,0,208,13,12,c9d8794e26a87fa3,e34dae96b1984485,60,60,pilot_reuse
84509862,2026-07-07,MIDDLE,2026-07-07T02:05:41.7613833,vibechu,nasuo445,1160.007601,2321.382059,0,DECISIVE,0,114,9,8,8c6a91def4dd5f6c,e34dae96b1984485,60,60,pilot_reuse
85617044,2026-07-12,MIDDLE,2026-07-12T18:35:38.7701726,Sota Uchiyama,懒惰的金枪鱼,1075.375662,2198.329680,1,DECISIVE,0,160,16,16,16eb558bab120cba,14db4b34cc8fbbb7,60,60,pilot_reuse
84718085,2026-07-07,MIDDLE,2026-07-07T21:46:25.3330323,やる気元気ミワハルキ,Yushin Ito,1037.780391,2141.064219,0,DECISIVE,0,225,19,18,6e15dd0f2dd6c299,910dcaefeb77a2f0,60,60,pilot_reuse
86682693,2026-07-18,MIDDLE,2026-07-18T11:53:05.4919672,kashiwashira,Dieter,1087.224665,2205.586879,0,DECISIVE,0,120,9,10,0fe5bb1f17b6b854,b20e3e96100a11d5,60,60,pilot_reuse
86734754,2026-07-18,MIDDLE,2026-07-18T18:13:05.5335672,THIRD PTCG Club,Luca,1103.243909,2270.425880,1,DECISIVE,0,224,15,16,58c4d89cf8edc355,dc2ce39b94cbbb38,60,60,pilot_reuse
86037562,2026-07-15,MIDDLE,2026-07-15T03:44:38.9074955,Majkel1337,Yushin Ito,1223.443916,2531.852825,0,DECISIVE,0,155,13,12,fcac695071c3f3cf,b20e3e96100a11d5,60,60,pilot_reuse
86952302,2026-07-19,MIDDLE,2026-07-19T20:49:16.6193994,kashiwashira,THIRD PTCG Club,1155.796175,2346.582025,0,DECISIVE,0,124,11,10,a60edec4f2dfc3e5,58c4d89cf8edc355,60,60,pilot_reuse
85457836,2026-07-11,MIDDLE,2026-07-11T20:59:10.3909798,Budew,Majkel1337,1226.327002,2482.326454,1,DECISIVE,0,40,3,4,37f2032236fb6baf,fcac695071c3f3cf,60,60,pilot_reuse
86863478,2026-07-19,MIDDLE,2026-07-19T09:49:12.4812347,Rmy,bono,1111.146594,2260.819995,1,DECISIVE,0,166,9,10,fcac695071c3f3cf,b43a53d96da0f0b5,60,60,pilot_reuse
85016511,2026-07-09,MIDDLE,2026-07-09T12:21:21.5110475,ShumpeiNomura,213tubo,1055.787165,2118.624755,0,DECISIVE,0,231,59,58,156485fe400622e4,b20e3e96100a11d5,60,60,pilot_reuse
86370145,2026-07-16,MIDDLE,2026-07-16T21:39:09.3803208,懒惰的金枪鱼,junlee789,1121.845723,2305.851857,1,DECISIVE,0,164,19,20,14db4b34cc8fbbb7,e34dae96b1984485,60,60,pilot_reuse
86793469,2026-07-19,MIDDLE,2026-07-19T01:13:05.2027782,Luca,junlee789,1180.445012,2416.049738,0,DECISIVE,0,188,13,13,dc2ce39b94cbbb38,e34dae96b1984485,60,60,pilot_reuse
85077142,2026-07-09,MIDDLE,2026-07-09T20:25:42.6776992,MPGaming,Majkel1337,1094.608000,2203.908889,0,DECISIVE,0,170,25,24,37f2032236fb6baf,831fd3a04060c7c2,60,60,pilot_reuse
86834185,2026-07-19,MIDDLE,2026-07-19T06:13:08.6368876,Yushin Ito,monnosuke,1079.324910,2253.971802,0,DECISIVE,0,134,13,12,fcac695071c3f3cf,46b184ae9968549d,60,60,pilot_reuse
85741276,2026-07-13,MIDDLE,2026-07-13T12:11:36.6456201,e-toppo + kurupical,WinDecks,1084.459461,2210.897318,0,DECISIVE,1,243,70,69,449ba799a24fb205,478924c6d1995606,60,60,pilot_reuse
86467092,2026-07-17,MIDDLE,2026-07-17T09:31:07.9456382,xnx,齐乐,1139.679099,2325.137904,0,DECISIVE,0,145,27,26,fce93e7e9e521c17,fcac695071c3f3cf,60,60,pilot_reuse
85914503,2026-07-14,MIDDLE,2026-07-14T11:07:20.0234117,vibechu,Rmy,1155.706825,2317.469774,0,DECISIVE,0,164,15,15,37fabc1f62f64d07,5ef1f4c673271c4f,60,60,pilot_reuse
84814298,2026-07-08,MIDDLE,2026-07-08T09:26:23.6617283,Yushin Ito,Eduardo Rocha de Andrade,999.093320,2135.749323,0,DECISIVE,0,165,11,10,910dcaefeb77a2f0,b43a53d96da0f0b5,60,60,pilot_reuse
86967381,2026-07-19,MIDDLE,2026-07-19T22:41:19.7577267,THIRD PTCG Club,Abhyuday,1053.702663,2198.496961,0,DECISIVE,0,177,15,14,58c4d89cf8edc355,f5fadf03018935e6,60,60,pilot_reuse
85732738,2026-07-13,MIDDLE,2026-07-13T10:59:40.4085845,bono,Majkel1337,1177.551136,2385.005808,0,DECISIVE,0,172,11,10,b43a53d96da0f0b5,fcac695071c3f3cf,60,60,pilot_reuse
86961787,2026-07-19,MIDDLE,2026-07-19T22:01:18.0322525,koala_bear “もりたにあん”,齐乐,1086.853042,2219.093163,1,DECISIVE,0,167,21,22,37f2032236fb6baf,fcac695071c3f3cf,60,60,pilot_reuse
85014580,2026-07-09,MIDDLE,2026-07-09T12:05:18.1040446,ZETADIVISION,e-toppo,1059.365846,2161.065400,0,DECISIVE,0,123,13,12,7d3dd55013032486,ed8af32e00d56c9a,60,60,pilot_reuse
84694946,2026-07-07,MIDDLE,2026-07-07T19:24:01.0702470,Xenon Soh,bono,1016.328906,2144.140555,1,DECISIVE,1,219,24,25,59138a345c6b933a,b20e3e96100a11d5,60,60,pilot_reuse
85710283,2026-07-13,MIDDLE,2026-07-13T07:47:33.9257462,Majkel1337,hpp sak,1047.664216,2217.835587,1,DECISIVE,0,199,13,14,fcac695071c3f3cf,c4401e2db5bd7036,60,60,pilot_reuse
86002004,2026-07-14,MIDDLE,2026-07-14T23:02:11.2523834,WinDecks,懒惰的金枪鱼,1138.743956,2297.277039,0,DECISIVE,0,133,17,17,478924c6d1995606,14db4b34cc8fbbb7,60,60,pilot_reuse
85948696,2026-07-14,MIDDLE,2026-07-14T15:55:22.8889852,Yushin Ito,Marshall Maximizer,1155.078726,2332.853362,0,DECISIVE,0,258,57,56,b20e3e96100a11d5,3371c6e0d2105401,60,60,pilot_reuse
84549209,2026-07-07,MIDDLE,2026-07-07T05:45:41.3338254,5.5,ei ei ei yikuso,1061.112397,2126.754763,0,DECISIVE,0,221,19,18,0065b4cfff358aba,831fd3a04060c7c2,60,60,pilot_reuse
86260966,2026-07-16,MIDDLE,2026-07-16T07:59:24.6397102,bono,ei ei ei yikuso,1092.011641,2218.236292,1,DECISIVE,0,121,11,12,c9d8794e26a87fa3,f90d43e354d19683,60,60,pilot_reuse
85972583,2026-07-14,MIDDLE,2026-07-14T19:21:23.6794279,taksai,monnosuke,1047.297896,2172.688556,1,DECISIVE,0,171,15,16,cf827fff53a7d57b,2e79a10ee3ba9449,60,60,pilot_reuse
85335733,2026-07-11,MIDDLE,2026-07-11T04:23:07.0720351,Raihan Ramadistra,Sota Uchiyama,1061.371288,2180.010092,0,DECISIVE,0,138,17,16,69252ea384766495,16eb558bab120cba,60,60,pilot_reuse
86832509,2026-07-19,MIDDLE,2026-07-19T06:01:08.6230657,Luca,THIRD PTCG Club,1178.377897,2397.317351,1,DECISIVE,0,153,9,10,dc2ce39b94cbbb38,58c4d89cf8edc355,60,60,pilot_reuse
85572821,2026-07-12,MIDDLE,2026-07-12T12:23:05.2280642,LiamK,lopunny's lovers,1052.233882,2169.843919,1,DECISIVE,0,87,11,12,3fc2cb03df5b2747,b20e3e96100a11d5,60,60,pilot_reuse
85787307,2026-07-13,MIDDLE,2026-07-13T18:44:03.7701434,bono,matsurih,1095.212503,2265.663687,0,DECISIVE,0,180,17,16,b20e3e96100a11d5,fcac695071c3f3cf,60,60,pilot_reuse
87021811,2026-07-20,MIDDLE,2026-07-20T05:25:20.7937086,Oshbocker,Majkel1337,1091.327259,2235.217114,1,DECISIVE,0,125,13,14,37f2032236fb6baf,fcac695071c3f3cf,60,60,pilot_reuse
84689365,2026-07-07,MIDDLE,2026-07-07T18:48:12.3479566,bono,youtube.com/@BigBugginnings,1102.009287,2233.810294,0,DECISIVE,0,212,35,34,69252ea384766495,884c0683209ead35,60,60,pilot_reuse
86919689,2026-07-19,MIDDLE,2026-07-19T16:41:09.5639294,齐乐,Yushin Ito,1092.623152,2207.139574,0,DECISIVE,0,153,13,12,fcac695071c3f3cf,b20e3e96100a11d5,60,60,pilot_reuse
85624990,2026-07-12,MIDDLE,2026-07-12T19:43:34.2115914,junlee789,Melvin Low,1085.906632,2222.936943,0,DECISIVE,0,176,13,12,e34dae96b1984485,0e05ea288ae6e6a6,60,60,pilot_reuse
85305729,2026-07-11,MIDDLE,2026-07-11T00:34:05.9895917,wkonishi,MR.h,1013.152036,2101.125996,1,DECISIVE,0,120,19,20,b20e3e96100a11d5,7c58f3915e31351e,60,60,pilot_reuse
85186563,2026-07-10,MIDDLE,2026-07-10T10:16:44.2762176,ヌメルゴンex,nasuo445,978.497276,2090.507070,1,DECISIVE,0,171,13,14,b43a53d96da0f0b5,e34dae96b1984485,60,60,pilot_reuse
84959500,2026-07-09,MIDDLE,2026-07-09T04:29:19.2253285,bono,ごんさくよねきち,1063.020366,2160.457327,0,DECISIVE,0,59,11,10,69252ea384766495,d8c9db09b2d04f55,60,60,pilot_reuse
85977807,2026-07-14,MIDDLE,2026-07-14T20:05:23.2598724,Rmy,Canon,1055.432173,2163.863755,0,DECISIVE,0,132,19,19,3fc2cb03df5b2747,156485fe400622e4,60,60,pilot_reuse
85824102,2026-07-13,MIDDLE,2026-07-13T23:34:46.9187463,tonakaiiii,Rmy,1117.227559,2267.726616,0,DECISIVE,0,157,9,9,b5d70706436c5264,3fc2cb03df5b2747,60,60,pilot_reuse
85868268,2026-07-14,MIDDLE,2026-07-14T04:51:19.8932003,capbloo,__Taichicchi__,1082.874797,2189.462485,0,DECISIVE,0,200,13,12,d2e1bedcf0288b4f,b20e3e96100a11d5,60,60,pilot_reuse
84922831,2026-07-08,MIDDLE,2026-07-08T23:37:18.4105807,Raihan Ramadistra,ZETADIVISION,1053.560382,2159.023306,1,DECISIVE,0,87,9,10,69252ea384766495,7d3dd55013032486,60,60,pilot_reuse
85088238,2026-07-09,MIDDLE,2026-07-09T21:37:47.1845183,bono,zoroark190,1090.217435,2218.808629,0,DECISIVE,0,75,9,8,b20e3e96100a11d5,0fb452788ceca249,60,60,pilot_reuse
85274848,2026-07-10,MIDDLE,2026-07-10T22:09:39.5905302,Alberto Bonsanto,junlee789,1024.695800,2089.119991,0,DECISIVE,1,147,18,17,69252ea384766495,afaa4ac744b28ee5,60,60,pilot_reuse
85146965,2026-07-10,MIDDLE,2026-07-10T04:52:13.1584940,Raihan Ramadistra,flaty,1044.514096,2141.415795,0,DECISIVE,1,111,12,11,d9614beda9774552,01f31cfad9010e89,60,60,pilot_reuse
85458413,2026-07-11,MIDDLE,2026-07-11T21:03:22.7704880,jiatu.l,tomo11111,1042.486666,2099.520572,0,DECISIVE,0,163,11,10,dc2ce39b94cbbb38,8be72bbfa0bafaff,60,60,pilot_reuse
85475997,2026-07-11,MIDDLE,2026-07-11T23:23:09.0999548,Yushin Ito,MPGaming,1200.445478,2424.255895,1,DECISIVE,0,134,12,12,b20e3e96100a11d5,14db4b34cc8fbbb7,60,60,pilot_reuse
85797730,2026-07-13,MIDDLE,2026-07-13T20:14:47.0498130,lmaffei,Rmy,1037.426699,2140.782990,1,DECISIVE,0,116,19,20,13ea47d998aa99fa,3fc2cb03df5b2747,60,60,pilot_reuse
85021267,2026-07-09,MIDDLE,2026-07-09T13:01:17.9844439,AyFukushima,Yushin Ito,1050.176604,2155.197430,0,DECISIVE,0,104,13,12,831fd3a04060c7c2,910dcaefeb77a2f0,60,60,pilot_reuse
85967440,2026-07-14,MIDDLE,2026-07-14T18:35:37.1968629,Rmy,matsurih,1034.503984,2161.550977,0,DECISIVE,0,159,21,20,5ef1f4c673271c4f,fcac695071c3f3cf,60,60,pilot_reuse
86387993,2026-07-16,MIDDLE,2026-07-16T23:55:11.8199336,Jack,懒惰的金枪鱼,1119.306546,2271.973727,0,DECISIVE,0,96,9,8,abf375974152bc4e,14db4b34cc8fbbb7,60,60,pilot_reuse
84957556,2026-07-09,MIDDLE,2026-07-09T04:13:18.1339818,bono,Raihan Ramadistra,1089.865021,2206.536698,1,DECISIVE,0,181,39,40,69252ea384766495,69252ea384766495,60,60,pilot_reuse
86908211,2026-07-19,MIDDLE,2026-07-19T15:17:10.0510064,Yushin Ito,THIRD PTCG Club,1212.833523,2435.192138,1,DECISIVE,0,165,21,22,fcac695071c3f3cf,58c4d89cf8edc355,60,60,pilot_reuse
84568305,2026-07-07,MIDDLE,2026-07-07T07:29:40.7789969,豆本豆豆包,tw_shin,1027.023557,2078.788586,0,DECISIVE,0,130,9,8,a38180053506b20f,7f16d36ae4847ce5,60,60,pilot_reuse
84947520,2026-07-09,MIDDLE,2026-07-09T02:49:18.5404429,OsElCoUn,nasuo445,1062.160244,2177.026598,1,DECISIVE,0,194,17,18,b20e3e96100a11d5,e34dae96b1984485,60,60,pilot_reuse
87082626,2026-07-20,MIDDLE,2026-07-20T12:53:23.9760483,jiatu.l,THIRD PTCG Club,1150.769035,2350.876519,1,DECISIVE,0,177,11,12,61f90c30a060ef40,58c4d89cf8edc355,60,60,pilot_reuse
86052630,2026-07-15,MIDDLE,2026-07-15T05:40:33.8693964,ei ei ei yikuso,bono,1087.324131,2194.303581,0,DECISIVE,0,173,15,14,f90d43e354d19683,b20e3e96100a11d5,60,60,pilot_reuse
85269179,2026-07-10,MIDDLE,2026-07-10T21:25:40.5857950,kashiwashira,hikaru_ishihara46,1043.541865,2157.774641,0,DECISIVE,0,89,13,12,1e1aceae4b6358f6,b303167d8f7d6113,60,60,pilot_reuse
86463973,2026-07-17,MIDDLE,2026-07-17T09:07:09.7145338,LiamK,Oshbocker,1072.150881,2242.138244,1,DECISIVE,0,147,17,18,3fc2cb03df5b2747,d19dd275a0b6998b,60,60,pilot_reuse
84595806,2026-07-07,MIDDLE,2026-07-07T10:02:13.4494853,genki toyama,nasuo445,1019.718389,2112.086340,1,DECISIVE,0,122,13,14,898f15c46cf94538,e34dae96b1984485,60,60,pilot_reuse
85438964,2026-07-11,MIDDLE,2026-07-11T18:27:09.7094167,THIRD PTCG Club,kashiwashira,1117.444948,2251.994210,1,DECISIVE,0,150,27,28,fbbd8ac1e662e82c,c6970cfeed44b34d,60,60,pilot_reuse
86436921,2026-07-17,MIDDLE,2026-07-17T05:59:12.1586104,齐乐,Luca,1181.279528,2424.238509,1,DECISIVE,0,180,14,14,fcac695071c3f3cf,dc2ce39b94cbbb38,60,60,pilot_reuse
87028874,2026-07-20,MIDDLE,2026-07-20T06:17:23.5267243,junlee789,Majkel1337,1181.738660,2399.982524,1,DECISIVE,0,165,11,12,e34dae96b1984485,fcac695071c3f3cf,60,60,pilot_reuse
85012198,2026-07-09,MIDDLE,2026-07-09T11:45:17.7816009,wkonishi,Majkel1337,1053.190028,2125.185268,1,DECISIVE,0,145,9,10,831fd3a04060c7c2,c9d8794e26a87fa3,60,60,pilot_reuse
85608483,2026-07-12,MIDDLE,2026-07-12T17:23:34.9324777,Majkel1337,Budew,1182.991058,2398.200688,1,DECISIVE,0,166,21,22,fcac695071c3f3cf,37f2032236fb6baf,60,60,pilot_reuse
87042577,2026-07-20,MIDDLE,2026-07-20T07:57:20.4802906,Oshbocker,Rmy,1060.045388,2206.856902,0,DECISIVE,0,144,25,24,37f2032236fb6baf,fcac695071c3f3cf,60,60,pilot_reuse
86974296,2026-07-19,MIDDLE,2026-07-19T23:33:19.7617601,齐乐,wwwwwwwwwwwwwwwwwwww,1055.902745,2167.370629,1,DECISIVE,0,172,11,12,fcac695071c3f3cf,dc2ce39b94cbbb38,60,60,pilot_reuse
85896664,2026-07-14,MIDDLE,2026-07-14T08:39:23.1210655,ei ei ei yikuso,Majkel1337,1168.699954,2462.346545,1,DECISIVE,0,170,15,16,f90d43e354d19683,fcac695071c3f3cf,60,60,pilot_reuse
85889020,2026-07-14,MIDDLE,2026-07-14T07:35:23.2221722,vibechu,MPGaming,1100.178660,2230.468230,0,DECISIVE,0,85,9,8,37fabc1f62f64d07,37f2032236fb6baf,60,60,pilot_reuse
87980329,2026-07-25,RECENT,2026-07-25T04:19:32.0287804,Rafael,Dominic Peel,1071.808513,2213.254250,0,DECISIVE,0,215,13,12,dc2ce39b94cbbb38,b43a53d96da0f0b5,60,60,pilot_reuse
91307809,2026-08-09,RECENT,2026-08-09T11:36:02.5734308,Team KASA.,Shelgon,985.620815,1994.909548,0,DECISIVE,0,132,17,16,19a01ac1cebb1e8b,680da0c6c840cf99,60,60,pilot_reuse
89521754,2026-08-02,RECENT,2026-08-02T12:55:08.9099482,@kdcyberdude,Rmy,1140.627089,2296.602860,1,DECISIVE,0,135,9,10,dc2ce39b94cbbb38,2b38095c5eca59f6,60,60,pilot_reuse
88319483,2026-07-26,RECENT,2026-07-26T21:16:26.2035526,KawattaTaido,LumenLiquidity,1107.053784,2216.690677,0,DECISIVE,0,250,17,16,b43a53d96da0f0b5,2603936f8d49f47b,60,60,pilot_reuse
88681445,2026-07-28,RECENT,2026-07-28T21:03:28.1209653,Raja Biswas,Oshbocker,1062.553627,2184.187436,1,DECISIVE,0,196,16,16,dc2ce39b94cbbb38,37f2032236fb6baf,60,60,pilot_reuse
90548582,2026-08-06,RECENT,2026-08-06T22:57:30.7071353,LumenLiquidity,kuromoka,931.020653,1974.511738,0,DECISIVE,0,210,11,10,f8261f22b9cd0c48,dc2ce39b94cbbb38,60,60,pilot_reuse
87399473,2026-07-22,RECENT,2026-07-22T04:32:49.6737943,Lunariz,Kotaro OKUYAMA,1084.063175,2195.135711,0,DECISIVE,0,130,13,12,fcac695071c3f3cf,dc2ce39b94cbbb38,60,60,pilot_reuse
88681386,2026-07-28,RECENT,2026-07-28T21:03:28.0207540,James Cox & Henry Chao,"Matheus, Dieter, Eduardo",1138.963324,2284.087902,0,DECISIVE,0,160,11,10,b78aa05e94236e10,fb6d7f5767de6f81,60,60,pilot_reuse
90629097,2026-08-07,RECENT,2026-08-07T05:51:50.6201481,flg,Kh0a,1008.759339,2037.687996,0,DECISIVE,0,203,13,12,450b46f82d284492,058f82abd5449e39,60,60,pilot_reuse
87940918,2026-07-24,RECENT,2026-07-24T23:43:21.8132756,wwwwwwwwwwwwwwwwwwwwwwwwwwwwww,goonew,1104.691740,2242.594975,0,DECISIVE,0,209,13,12,dc2ce39b94cbbb38,079a59b4e50730a5,60,60,pilot_reuse
87404814,2026-07-22,RECENT,2026-07-22T05:12:54.5599240,vvhan,jiatu.l,1026.593929,2150.277472,1,DECISIVE,0,138,10,10,dc2ce39b94cbbb38,61f90c30a060ef40,60,60,pilot_reuse
90480217,2026-08-06,RECENT,2026-08-06T16:54:17.8450047,Nghia Tran,Ruko,963.263496,2018.173336,0,DECISIVE,0,126,13,12,d83b61b3461e6f3d,ec1564bfeb05c103,60,60,pilot_reuse
88946407,2026-07-30,RECENT,2026-07-30T08:34:08.6106143,宝糕手,flxwld,1057.611502,2137.413736,1,DECISIVE,0,163,11,12,07ab87cf5acd3608,e34dae96b1984485,60,60,pilot_reuse
88689860,2026-07-28,RECENT,2026-07-28T22:15:29.7433812,Zhenyu Zhang,想要成为kaggle大师,1076.395181,2166.546912,0,DECISIVE,0,248,15,14,dc2ce39b94cbbb38,dc2ce39b94cbbb38,60,60,pilot_reuse
88865412,2026-07-29,RECENT,2026-07-29T20:57:25.7889176,James Cox & Henry Chao,MtN,1126.168807,2310.487911,1,DECISIVE,0,158,9,10,b78aa05e94236e10,dc2ce39b94cbbb38,60,60,pilot_reuse
89482563,2026-08-02,RECENT,2026-08-02T08:07:08.0578681,Thai,lolzpo + emonga,1073.112497,2166.153562,0,DECISIVE,0,143,13,12,e34dae96b1984485,c1bdf4d2201556a3,60,60,pilot_reuse
90014356,2026-08-04,RECENT,2026-08-04T21:00:35.1828814,cyrus,齐乐,1002.554294,2039.561287,0,DECISIVE,0,140,9,8,dc2ce39b94cbbb38,fcac695071c3f3cf,60,60,pilot_reuse
91210977,2026-08-09,RECENT,2026-08-09T04:20:03.2440891,대답해드리는게인지상정,Ken Zhou,974.512475,1995.745119,0,DECISIVE,0,137,13,12,eb1222900df9baf0,dc2ce39b94cbbb38,60,60,pilot_reuse
89788502,2026-08-03,RECENT,2026-08-03T20:29:12.0084491,李秉叡（ntumlnoob）,MissingNo.,1050.036619,2217.654820,0,DECISIVE,0,193,15,14,fb6542fd45093b86,2b38095c5eca59f6,60,60,pilot_reuse
88319488,2026-07-26,RECENT,2026-07-26T21:16:26.2188183,JZ,Dries @ Tufa Labs,1060.084671,2149.136029,0,DECISIVE,0,134,9,8,b43a53d96da0f0b5,b43a53d96da0f0b5,60,60,pilot_reuse
87551548,2026-07-22,RECENT,2026-07-22T23:22:05.3000659,Lunariz,Yushin Ito,1066.871244,2179.655429,0,DECISIVE,0,193,11,11,dc2ce39b94cbbb38,b20e3e96100a11d5,60,60,pilot_reuse
