episode_id,date,week,quintile,sample_type,size_bytes,team0,team1,winner,outcome_type,first_player,n_steps,final_turn_p0,final_turn_p1,deck0_hash,deck1_hash,deck0_ncards,deck1_ncards,deck0_source,deck1_source
81591544,2026-06-24,1,1,stratified,3054343,Inlon Kou,Jed Mijares,0,DECISIVE,0,112,15,14,dec7cdaef424b950,f52b72943cdb12d7,60,60,action,action
82301016,2026-06-27,1,1,stratified,2746773,Exodia,suzume41,1,DECISIVE,1,109,10,11,2b3108749e2032d7,831fd3a04060c7c2,60,60,action,action
82263724,2026-06-27,1,1,stratified,3316266,KakuTakagawa,suwat513,0,DECISIVE,1,125,12,11,2b3108749e2032d7,272e624d9683e14e,60,60,action,action
82039440,2026-06-26,1,1,stratified,3089500,Ajay_Rao_43,adakoda,1,DECISIVE,0,118,11,12,4a256a933ac66a7b,4a256a933ac66a7b,60,60,action,action
81900526,2026-06-25,1,1,stratified,2637927,Masahiro Nagasawa,チームロスギラ,1,DECISIVE,1,108,10,11,4a4bdaa4cc799960,7436a436fd90a94d,60,60,action,action
82411071,2026-06-28,1,1,stratified,2465137,monnu,Yusukey12,0,DECISIVE,0,100,15,14,aa2398e69a3549ad,815f539a0c57442e,60,60,action,action
82492097,2026-06-28,1,1,stratified,2568367,Nomiyama　Yu,Banjo,0,DECISIVE,0,103,11,10,4a256a933ac66a7b,aa2398e69a3549ad,60,60,action,action
82505463,2026-06-28,1,1,stratified,3312415,fujiborozoukin,ezreal77,1,DECISIVE,1,134,16,17,2b3108749e2032d7,48ce6cc5310e298f,60,60,action,action
81764488,2026-06-25,1,1,stratified,3273916,カントー地方マスター,kouki__k_4869,1,DECISIVE,1,125,16,17,cf54338b6b99acc3,878d8d9ada634b46,60,60,action,action
81713829,2026-06-24,1,1,stratified,2891290,Bektursyn Shaimerden,xue1213,1,DECISIVE,0,109,11,12,4a256a933ac66a7b,6948b9208b17fad2,60,60,action,action
81464763,2026-06-23,1,1,stratified,3341241,sunako24d,holyholy,1,DECISIVE,1,128,10,11,e4465735c1f698e2,6c534f1524e51c74,60,60,action,action
82010348,2026-06-26,1,1,stratified,3255793,TTU Thome,Team kuma,1,DECISIVE,0,123,15,16,a3f1d2935659226e,cf54338b6b99acc3,60,60,action,action
82538218,2026-06-29,1,1,stratified,2815846,MtN,らすはる,1,DECISIVE,0,107,13,14,755af6541b064429,d97004b63104f708,60,60,action,action
81471761,2026-06-23,1,1,stratified,2893040,koiwashi,Rushil Ramachandran,0,DECISIVE,1,118,14,13,01e3b9c098771ebd,aa2398e69a3549ad,60,60,action,action
81556336,2026-06-24,1,2,stratified,3618898,TomTom,n=1,1,DECISIVE,0,132,9,10,247a5dc95aff7788,6948b9208b17fad2,60,60,action,action
82077495,2026-06-26,1,2,stratified,3616341,sqrt4kaido,konaito,1,DECISIVE,1,135,10,11,2b3108749e2032d7,831fd3a04060c7c2,60,60,action,action
81651541,2026-06-24,1,2,stratified,3976832,チームロスギラ,yue13,0,DECISIVE,0,145,15,14,a033289729234cd2,59138a345c6b933a,60,60,action,action
81458475,2026-06-23,1,2,stratified,3880585,nowan,Chikuwabu,1,DECISIVE,1,145,10,11,59138a345c6b933a,9f7b10daf7dc00ca,60,60,action,action
81672813,2026-06-24,1,2,stratified,4023229,Powerful Hands Is All You Need,Ricardo Nakadomari,0,DECISIVE,0,149,9,8,94a74a2b69d27207,d60bd450662912be,60,60,action,action
81564026,2026-06-24,1,2,stratified,3932408,Brian,IIDA,0,DECISIVE,0,139,21,20,633a6e693834e6a7,6948b9208b17fad2,60,60,action,action
82476624,2026-06-28,1,2,stratified,3989844,shimacos,GarlicToday,0,DECISIVE,1,144,16,15,d618f01afde0c0c5,2b3108749e2032d7,60,60,action,action
82648398,2026-06-29,1,2,stratified,4041906,iwawawawa iwawa,dreamtear,1,DECISIVE,0,144,13,14,5d6516d5aaf4c75d,b166b6b93aa1670b,60,60,action,action
82165922,2026-06-27,1,2,stratified,3520381,peeta pit,5.5,1,DECISIVE,1,130,12,13,2b3108749e2032d7,902b00d2b6f713c2,60,60,action,action
81930209,2026-06-26,1,2,stratified,3934708,Shirag Maharaj,Inlon Kou,1,DECISIVE,0,137,15,16,cf54338b6b99acc3,dec7cdaef424b950,60,60,action,action
81726038,2026-06-24,1,2,stratified,3744703,HiroyukiSasaki,datnt114,1,DECISIVE,0,136,15,16,948b0508c38b60ba,4a256a933ac66a7b,60,60,action,action
82076453,2026-06-26,1,2,stratified,3452167,hayle60,Team Rocket,1,DECISIVE,0,131,13,14,cf54338b6b99acc3,e7e6ae056098df1c,60,60,action,action
82259913,2026-06-27,1,2,stratified,3620551,Japanese Kaggle Newbie,Blacklions.,0,DECISIVE,1,138,12,11,2b3108749e2032d7,4a256a933ac66a7b,60,60,action,action
81590260,2026-06-24,1,2,stratified,3441847,hideMonkey,ヌメルゴンex,1,DECISIVE,0,123,9,10,4a256a933ac66a7b,90c1a3f3163f9edd,60,60,action,action
81714764,2026-06-24,1,2,stratified,3510072,djschmit,hiroyuki tahuma,0,DECISIVE,0,130,11,10,4687026fcbc2d0cb,c61a10379c017038,60,60,action,action
82338494,2026-06-28,1,2,stratified,3847246,GarlicToday,Masatoshi Henmi,1,DECISIVE,0,136,23,24,831fd3a04060c7c2,94d15b6068715910,60,60,action,action
81537138,2026-06-23,1,2,stratified,3935955,zoira,Haramball forever!,1,DECISIVE,0,147,13,14,59138a345c6b933a,4a256a933ac66a7b,60,60,action,action
82634740,2026-06-29,1,2,stratified,3910986,yq line,Ajishio,0,DECISIVE,0,140,13,12,4a256a933ac66a7b,c51189f519cd1c07,60,60,action,action
82319524,2026-06-28,1,2,stratified,4027291,Legend Brothers,RtoABC,1,DECISIVE,0,147,15,16,31235eddd9aefebc,a75a8d5778834ad9,60,60,action,action
82475485,2026-06-28,1,2,stratified,3472023,klog,渡邊征央,1,DECISIVE,1,133,14,15,2b3108749e2032d7,2b3108749e2032d7,60,60,action,action
82022071,2026-06-26,1,2,stratified,3550731,Nomiyama　Yu,c-number,1,DECISIVE,0,134,11,12,4a256a933ac66a7b,b76538df393ecad6,60,60,action,action
82492634,2026-06-28,1,2,stratified,3646152,好吃的台灣拉麵,MooDerEchte,1,DECISIVE,0,138,15,14,cf54338b6b99acc3,2b3108749e2032d7,60,60,action,action
82453338,2026-06-28,1,2,stratified,3659230,Fayche,fujiborozoukin,1,DECISIVE,0,140,13,14,2209c374c5fe2353,2b3108749e2032d7,60,60,action,action
81528168,2026-06-23,1,2,stratified,3968176,Kurokawa,yuichiro miyamae,1,DECISIVE,0,141,23,24,6c534f1524e51c74,6143634cde029e33,60,60,action,action
82150755,2026-06-27,1,2,stratified,3850025,Shunji Minode,Xander,1,DECISIVE,0,145,13,14,8be9c7c4fe9d0254,ec75fde5aaa1daf0,60,60,action,action
81868134,2026-06-25,1,3,stratified,4222089,Blacklions.,Fran Milla,0,DECISIVE,0,152,11,10,4a256a933ac66a7b,2768139fe1eb6d0b,60,60,action,action
81619373,2026-06-24,1,3,stratified,4732543,Pixegami,yoshimasak,1,DECISIVE,0,171,15,16,28e08086f5844701,59138a345c6b933a,60,60,action,action
81707346,2026-06-24,1,3,stratified,4597111,Penguin,MPGaming,1,DECISIVE,0,159,22,22,64e146b2133f7b99,6948b9208b17fad2,60,60,action,action
81674226,2026-06-24,1,3,stratified,4710641,XtraLearning,Ingenio,0,DECISIVE,1,163,24,23,cf54338b6b99acc3,52bf12478558b725,60,60,action,action
81915492,2026-06-25,1,3,stratified,4701116,aidy,yoshimasak,0,DECISIVE,0,164,9,8,831fd3a04060c7c2,59138a345c6b933a,60,60,action,action
82325923,2026-06-28,1,3,stratified,4393522,Naoshin,Anirudh K,0,DECISIVE,0,153,13,12,4a256a933ac66a7b,6c534f1524e51c74,60,60,action,action
82298232,2026-06-27,1,3,stratified,4097697,kawachi,nsytsqdtn,1,DECISIVE,0,148,11,12,6a52f924c124b4df,2b3108749e2032d7,60,60,action,action
82426980,2026-06-28,1,3,stratified,4311212,katsudon 421,mikelou1,0,DECISIVE,1,150,14,13,65c1c1667f96d6d8,596d814be92eab55,60,60,action,action
81567859,2026-06-24,1,3,stratified,4649530,ebisu_ya,チームロスギラ,0,DECISIVE,0,157,15,14,ec6f84cdcccc913b,a033289729234cd2,60,60,action,action
82373652,2026-06-28,1,3,stratified,4444600,ebisu_ya,Hiro Nomo,0,DECISIVE,0,164,13,12,aa2398e69a3549ad,60c3e5ab24904782,60,60,action,action
81668110,2026-06-24,1,3,stratified,4862228,f.a.nina,門司 匡広,0,DECISIVE,0,164,13,12,4a256a933ac66a7b,6c534f1524e51c74,60,60,action,action
82013446,2026-06-26,1,3,stratified,4431577,akahane,Legend Brothers,1,DECISIVE,0,157,15,16,9908e937128aa33b,31235eddd9aefebc,60,60,action,action
82370369,2026-06-28,1,3,stratified,4223452,ne Artem Savchenko,Yxy2001,1,DECISIVE,0,146,11,12,4a256a933ac66a7b,2b3108749e2032d7,60,60,action,action
82448783,2026-06-28,1,3,stratified,4751888,yiyu0716,チームロスギラ,1,DECISIVE,1,166,12,13,2b3108749e2032d7,7436a436fd90a94d,60,60,action,action
82468380,2026-06-28,1,3,stratified,4362002,Yuiki,BackFiring,0,DECISIVE,0,162,13,12,753c7d1f9e30d5be,4a256a933ac66a7b,60,60,action,action
81504338,2026-06-23,1,3,stratified,4230469,N.Y,Kazuhiro O,1,DECISIVE,0,167,7,8,ad9eb15621c47305,bd3a5d98cf29cbc3,60,60,action,action
82579563,2026-06-29,1,3,stratified,4729178,mikelou1,taka,0,DECISIVE,1,169,14,13,713a673323897fef,59138a345c6b933a,60,60,action,action
82082880,2026-06-26,1,3,stratified,4136679,ShumpeiNomura,harmo-miu,0,DECISIVE,0,151,13,12,a52543fc87a97ef2,6c534f1524e51c74,60,60,action,action
82017775,2026-06-26,1,3,stratified,4246146,nsytsqdtn,Kyohei,0,DECISIVE,1,152,18,17,2b3108749e2032d7,cf54338b6b99acc3,60,60,action,action
82181135,2026-06-27,1,3,stratified,4404633,Patrick Chan,Pixegami,1,DECISIVE,0,153,15,16,f2390a7e5d8e3c94,28e08086f5844701,60,60,action,action
81484376,2026-06-23,1,3,stratified,4381317,yuu2704,和田竜一,0,DECISIVE,0,151,11,10,4a256a933ac66a7b,6c534f1524e51c74,60,60,action,action
82444809,2026-06-28,1,3,stratified,4265670,ヌメルゴンex,THIRD PTCG Club,1,DECISIVE,0,152,15,16,a7ecb399eff72c6a,bf4fd9046cb2d210,60,60,action,action
82628056,2026-06-29,1,3,stratified,4605644,ne Artem Savchenko,Gappy,0,DECISIVE,1,165,14,13,2b3108749e2032d7,433c63791dfad146,60,60,action,action
81903963,2026-06-25,1,3,stratified,4276343,Testuo&Ryuji,東京旅行,0,DECISIVE,0,171,11,10,bd3a5d98cf29cbc3,08243e2321f0e11e,60,60,action,action
81814983,2026-06-25,1,3,stratified,4447562,Bruno Escalhao,mmwstudy,0,DECISIVE,0,153,17,16,e4e79fcca78f4293,7452774657ad1444,60,60,action,action
82600791,2026-06-29,1,4,stratified,5340885,Gotem Penguin,nattomaki,0,DECISIVE,0,190,11,10,f9b67c5efbba736e,215bc19f41007af0,60,60,action,action
81618782,2026-06-24,1,4,stratified,7335867,Gotta catch 'em all,suis101,0,DECISIVE,1,261,12,11,59138a345c6b933a,bd3a5d98cf29cbc3,60,60,action,action
81933930,2026-06-26,1,4,stratified,5624380,Aman Atar,kenkoooo,0,DECISIVE,0,185,15,14,64e146b2133f7b99,831fd3a04060c7c2,60,60,action,action
81851846,2026-06-25,1,4,stratified,5349025,yoiki,GoodMorning,1,DECISIVE,0,178,15,16,831fd3a04060c7c2,831fd3a04060c7c2,60,60,action,action
82368332,2026-06-28,1,4,stratified,6680231,好吃的台灣拉麵,ei8171,0,DECISIVE,0,212,27,26,cf54338b6b99acc3,2b3108749e2032d7,60,60,action,action
81879205,2026-06-25,1,4,stratified,5034226,Natalia Jaśkowska,NecromanAlbert,1,DECISIVE,0,180,11,12,52bf12478558b725,59138a345c6b933a,60,60,action,action
82096564,2026-06-26,1,4,stratified,4988877,TTT Is All You Need,Team,0,DECISIVE,0,183,13,12,46becdc8f8899835,59138a345c6b933a,60,60,action,action
82049501,2026-06-26,1,4,stratified,5277152,pompom555,ne Artem Savchenko,1,DECISIVE,1,178,16,17,cf54338b6b99acc3,2b3108749e2032d7,60,60,action,action
81973724,2026-06-26,1,4,stratified,5908483,aidy,Togo,0,DECISIVE,0,200,13,13,831fd3a04060c7c2,831fd3a04060c7c2,60,60,action,action
81959165,2026-06-26,1,4,stratified,5787571,Tanupro,shimacos,0,DECISIVE,0,192,23,22,cf54338b6b99acc3,cf54338b6b99acc3,60,60,action,action
82130501,2026-06-27,1,4,stratified,6616177,vibechu,daiki_pyonkichi,0,DECISIVE,0,222,15,14,72425533dadc98a1,831fd3a04060c7c2,60,60,action,action
81837922,2026-06-25,1,4,stratified,4882797,pompom555,Cosmic Birefringence,1,DECISIVE,1,174,22,23,cf54338b6b99acc3,593615e603566f8f,60,60,action,action
82050047,2026-06-26,1,4,stratified,6160191,hau,Kendamarron,1,DECISIVE,1,200,28,29,86499e4fd823b2f6,6948b9208b17fad2,60,60,action,action
82102744,2026-06-26,1,4,stratified,4935522,Psychic Genesis,fufufufufuko,1,DECISIVE,0,170,13,14,78424bb7b3831f69,f575288d2b9f7bd3,60,60,action,action
82584133,2026-06-29,1,4,stratified,7236902,monnosuke,btk15049,0,DECISIVE,0,231,19,18,d5e2e6b068b45bf0,0741acc7a0a81516,60,60,action,action
82381311,2026-06-28,1,4,stratified,5651062,Y2Dex,Tanishi＆haru,1,DECISIVE,0,188,21,22,cf54338b6b99acc3,05e63c3f2a7ecec1,60,60,action,action
81950270,2026-06-26,1,4,stratified,5425706,Ken Page,suwat513,0,DECISIVE,0,181,23,22,f519414181f507a2,f95d704202ebc6d7,60,60,action,action
82027118,2026-06-26,1,4,stratified,6588143,Shirag Maharaj,NecromanAlbert,1,DECISIVE,0,220,17,18,cf54338b6b99acc3,59138a345c6b933a,60,60,action,action
81455591,2026-06-23,1,4,stratified,5202736,Yuki Tani,Natalia Jaśkowska,1,DECISIVE,0,174,13,14,6c534f1524e51c74,52bf12478558b725,60,60,action,action
81569069,2026-06-24,1,4,stratified,5309490,Xunden,Skyscraver,0,DECISIVE,0,189,9,8,4a256a933ac66a7b,bd3a5d98cf29cbc3,60,60,action,action
82195776,2026-06-27,1,4,stratified,6785719,Ajishio,TOMOYA Tsunakawa,1,DECISIVE,0,242,17,18,ca8556aeaedd5e09,59138a345c6b933a,60,60,action,action
81947637,2026-06-26,1,4,stratified,4987550,Lapra5,Katsuhito Muroi,0,DECISIVE,0,180,11,10,8d8af3b7021430ef,59138a345c6b933a,60,60,action,action
82308289,2026-06-27,1,4,stratified,4997139,yuziri,Hawk,1,DECISIVE,0,179,15,16,cf54338b6b99acc3,74c27650b18b57e3,60,60,action,action
82007536,2026-06-26,1,4,stratified,7606245,Ricardo Nakadomari,FirstSS-Sub,1,DECISIVE,1,241,28,29,d60bd450662912be,0b99dec21056b2f3,60,60,action,action
81450604,2026-06-23,1,4,stratified,6963592,yuki #4,yanakatsu,0,DECISIVE,0,243,39,38,4164643d1cfb5694,36b9eec2910872dd,60,60,action,action
83948597,2026-07-04,2,0,stratified,1310402,ikeyu,渡邊征央,1,DECISIVE,0,62,5,6,a88ac606b2d71a36,b43a53d96da0f0b5,60,60,action,action
83038322,2026-07-01,2,0,stratified,2335149,Ajishio,Michael Krager,1,DECISIVE,0,95,15,16,c51189f519cd1c07,a88ac606b2d71a36,60,60,action,action
83456057,2026-07-03,2,0,stratified,2642082,カドラバ Kadoraba,ykuroka,0,DECISIVE,0,108,13,12,c7200b56dc7c4c6f,7c58f3915e31351e,60,60,action,action
83391351,2026-07-02,2,0,stratified,1728781,Yushin Ito,ezreal77,1,DECISIVE,0,74,7,8,aa2398e69a3549ad,48ce6cc5310e298f,60,60,action,action
83887876,2026-07-04,2,0,stratified,2394006,zoroark190,Akira-Ninth,0,DECISIVE,0,99,9,8,7c0a454617fc9ab4,9d1dad39ec641aa0,60,60,action,action
82923809,2026-06-30,2,0,stratified,2522783,Kunal Aarse,yiyu0716,1,DECISIVE,1,102,10,11,b166b6b93aa1670b,2b3108749e2032d7,60,60,action,action
82906734,2026-06-30,2,0,stratified,1850372,Yasuo 0/10/0,Super Mippo,0,DECISIVE,1,82,10,9,59138a345c6b933a,7c58f3915e31351e,60,60,action,action
84472463,2026-07-06,2,0,stratified,674594,渡邊征央,Yushin Ito,0,DECISIVE,0,34,3,2,b43a53d96da0f0b5,aa2398e69a3549ad,60,60,action,action
84463034,2026-07-06,2,0,stratified,2114543,渡邊征央,Yushin Ito,0,DECISIVE,0,90,7,6,b43a53d96da0f0b5,aa2398e69a3549ad,60,60,action,action
83282915,2026-07-02,2,0,stratified,1452557,S4nkurero,Michael Krager,0,DECISIVE,0,68,7,6,b43a53d96da0f0b5,a88ac606b2d71a36,60,60,action,action
83681757,2026-07-03,2,0,stratified,2410679,Gappy,Yushin Ito,0,DECISIVE,0,104,11,10,433c63791dfad146,aa2398e69a3549ad,60,60,action,action
84358436,2026-07-06,2,0,stratified,1609594,Pokkén,zoroark190,1,DECISIVE,1,71,6,7,50bffd8b08d6667c,0fb452788ceca249,60,60,action,action
83589403,2026-07-03,2,0,stratified,1810413,tonakaiiii,Yushin Ito,1,DECISIVE,0,82,11,12,b43a53d96da0f0b5,aa2398e69a3549ad,60,60,action,action
83744034,2026-07-04,2,0,stratified,2770635,WinDecks,kazuki0123,1,DECISIVE,0,110,7,8,27b307e62db35245,c9d8794e26a87fa3,60,60,action,action
84423849,2026-07-06,2,0,stratified,2058106,aidy,WinDecks,1,DECISIVE,0,91,8,8,831fd3a04060c7c2,478924c6d1995606,60,60,action,action
83661323,2026-07-03,2,0,stratified,2781354,Akira-Ninth,MR.h,1,DECISIVE,1,102,20,21,9d1dad39ec641aa0,7c58f3915e31351e,60,60,action,action
83424943,2026-07-02,2,0,stratified,1104318,Gotem Penguin,Michael Krager,0,DECISIVE,0,48,5,4,f9b67c5efbba736e,a88ac606b2d71a36,60,60,action,action
82805619,2026-06-30,2,0,stratified,2146710,tomatomato,カドラバ Kadoraba,0,DECISIVE,0,91,7,6,ad9eb15621c47305,dec7cdaef424b950,60,60,action,action
83349448,2026-07-02,2,0,stratified,2248155,tonakaiiii,Issac Netero,0,DECISIVE,0,94,7,6,b43a53d96da0f0b5,e51fedf968c4efda,60,60,action,action
82908268,2026-06-30,2,0,stratified,1056014,S4nkurero,anngle,1,DECISIVE,0,49,3,4,831fd3a04060c7c2,b166b6b93aa1670b,60,60,action,action
84471784,2026-07-06,2,0,stratified,2149725,渡邊征央,zhan renyi,1,DECISIVE,0,95,9,10,b43a53d96da0f0b5,40fa447486e93faf,60,60,action,action
83059679,2026-07-01,2,0,stratified,525113,Michael Krager,pokeka_ryo,1,DECISIVE,0,27,3,4,a88ac606b2d71a36,27b307e62db35245,60,60,action,action
83387067,2026-07-02,2,0,stratified,1059089,Moegi,The Debauchery Tea Party,1,DECISIVE,1,52,4,5,98ecdbce8bd61a0f,910dcaefeb77a2f0,60,60,action,action
84001921,2026-07-05,2,0,stratified,2348683,Dũng Đỗ,Oshbocker,1,DECISIVE,0,94,9,10,69252ea384766495,2b3108749e2032d7,60,60,action,action
83943303,2026-07-04,2,0,stratified,394808,ShumpeiNomura,zoroark190,1,DECISIVE,0,21,1,2,5f973872992c4b08,7c0a454617fc9ab4,60,60,action,action
82911159,2026-06-30,2,1,stratified,3446917,pztriatomic,The Debauchery Tea Party,0,DECISIVE,1,132,10,9,2b3108749e2032d7,910dcaefeb77a2f0,60,60,action,action
83814650,2026-07-04,2,1,stratified,3435507,WinDecks,渡邊征央,1,DECISIVE,0,142,11,12,27b307e62db35245,b43a53d96da0f0b5,60,60,action,action
83309743,2026-07-02,2,1,stratified,3094367,YIN,yamy893,1,DECISIVE,1,113,10,11,890af7220ecf499d,d9614beda9774552,60,60,action,action
84426026,2026-07-06,2,1,stratified,3008431,WinDecks,Kotaro OKUYAMA,1,DECISIVE,0,123,7,8,478924c6d1995606,910dcaefeb77a2f0,60,60,action,action
84433816,2026-07-06,2,1,stratified,3653466,payanotty,Bata09,0,DECISIVE,0,141,11,10,0078ce0f297a4597,b13b062a5e20bcf3,60,60,action,action
83869050,2026-07-04,2,1,stratified,3493888,kazuki0123,Furkan Pirinc,1,DECISIVE,0,127,11,12,c9d8794e26a87fa3,2b3108749e2032d7,60,60,action,action
82825067,2026-06-30,2,1,stratified,2869546,kami,romthpt,0,DECISIVE,0,110,11,10,831fd3a04060c7c2,2b3108749e2032d7,60,60,action,action
83192485,2026-07-02,2,1,stratified,3579399,suguuuuu & hiehie,CardPilotLab,1,DECISIVE,0,131,15,16,dec7cdaef424b950,890af7220ecf499d,60,60,action,action
83390712,2026-07-02,2,1,stratified,2938616,Kazuta MIZUTA,Dick Jessen William,1,DECISIVE,1,112,12,13,b166b6b93aa1670b,9c8099036f7d7f16,60,60,action,action
84202850,2026-07-05,2,1,stratified,3538707,genki toyama,怒破餓鬼,0,DECISIVE,0,132,11,10,898f15c46cf94538,3da418017b237a5f,60,60,action,action
83890594,2026-07-04,2,1,stratified,3436638,tonakaiiii,zoroark190,1,DECISIVE,0,131,9,10,b43a53d96da0f0b5,7c0a454617fc9ab4,60,60,action,action
82900640,2026-06-30,2,1,stratified,2925873,Shun,カドラバ Kadoraba,1,DECISIVE,1,115,8,9,ec75fde5aaa1daf0,a08c00547af63ae9,60,60,action,action
82905904,2026-06-30,2,1,stratified,3019235,kawachi,Legend Brothers,1,DECISIVE,0,119,15,16,9b0067512e7461eb,31235eddd9aefebc,60,60,action,action
83699525,2026-07-03,2,1,stratified,3232546,pokeka_ryo,suguuuuu & hiehie,1,DECISIVE,0,125,11,12,27b307e62db35245,cf54338b6b99acc3,60,60,action,action
84094237,2026-07-05,2,1,stratified,3460789,fksmaaaaa,Rmy,0,DECISIVE,0,136,9,9,b43a53d96da0f0b5,831fd3a04060c7c2,60,60,action,action
82927663,2026-06-30,2,1,stratified,3128747,Pokkén,sqrt4kaido,1,DECISIVE,1,118,12,13,2dad2c302cbb4a32,da71c738ef47665c,60,60,action,action
84282144,2026-07-06,2,1,stratified,2843171,zoroark190,Claude and codex suck ;),0,DECISIVE,0,114,9,8,7c0a454617fc9ab4,884c0683209ead35,60,60,action,action
83116000,2026-07-01,2,1,stratified,3455212,Boss's Orders Are All You Need,ezreal77,0,DECISIVE,0,128,11,10,543ca4bbd0093585,22d3f669e8184599,60,60,action,action
84146055,2026-07-05,2,1,stratified,3087270,Pokopia,hoshippi,0,DECISIVE,0,121,13,12,831fd3a04060c7c2,c8c8ca4e003ab163,60,60,action,action
84312373,2026-07-06,2,1,stratified,3163827,zoroark190,hoshippi,0,DECISIVE,0,123,11,10,7c0a454617fc9ab4,c8c8ca4e003ab163,60,60,action,action
83911279,2026-07-04,2,1,stratified,3262592,WinDecks,hoshippi,1,DECISIVE,0,126,7,8,27b307e62db35245,c8c8ca4e003ab163,60,60,action,action
83063323,2026-07-01,2,1,stratified,3415518,yamy893,aidy,0,DECISIVE,0,121,11,10,d9614beda9774552,831fd3a04060c7c2,60,60,action,action
84220343,2026-07-05,2,1,stratified,3511261,zoroark190,iwashi,0,DECISIVE,0,134,11,10,0fb452788ceca249,b43a53d96da0f0b5,60,60,action,action
83859653,2026-07-04,2,1,stratified,3444522,Yushin Ito,渡邊征央,1,DECISIVE,0,142,11,12,aa2398e69a3549ad,b43a53d96da0f0b5,60,60,action,action
83700163,2026-07-03,2,1,stratified,3259238,aidy,disgruntled.coffee,0,DECISIVE,0,128,13,12,831fd3a04060c7c2,69252ea384766495,60,60,action,action
83271123,2026-07-02,2,2,stratified,4384066,kazuki0123,Akira-Ninth,1,DECISIVE,0,159,11,12,c9d8794e26a87fa3,9d1dad39ec641aa0,60,60,action,action
83420302,2026-07-02,2,2,stratified,4181223,kazuki0123,atom1231,0,DECISIVE,0,153,23,22,c9d8794e26a87fa3,7c58f3915e31351e,60,60,action,action
84416136,2026-07-06,2,2,stratified,3696435,tonakaiiii,5.5,0,DECISIVE,0,140,11,10,b43a53d96da0f0b5,0065b4cfff358aba,60,60,action,action
83955800,2026-07-04,2,2,stratified,3931239,aidy,Ajishio,1,DECISIVE,0,145,9,10,831fd3a04060c7c2,8417597ea8879a72,60,60,action,action
84227696,2026-07-05,2,2,stratified,3774863,Boss's Orders Are All You Need,WinDecks,0,DECISIVE,0,146,11,10,ae0a52064d430013,478924c6d1995606,60,60,action,action
83741795,2026-07-04,2,2,stratified,3721421,tonakaiiii,Yushin Ito,0,DECISIVE,0,147,11,10,b43a53d96da0f0b5,aa2398e69a3549ad,60,60,action,action
83382675,2026-07-02,2,2,stratified,4132826,Dick Jessen William,The Debauchery Tea Party,1,DECISIVE,0,142,11,12,9c8099036f7d7f16,910dcaefeb77a2f0,60,60,action,action
82914291,2026-06-30,2,2,stratified,4312930,wangyuou,katsudon 421,1,DECISIVE,1,150,12,13,890af7220ecf499d,65c1c1667f96d6d8,60,60,action,action
84195098,2026-07-05,2,2,stratified,4333085,Pokemon Siuuuu,The Debauchery Tea Party,1,DECISIVE,0,160,11,12,831fd3a04060c7c2,910dcaefeb77a2f0,60,60,action,action
82756114,2026-06-30,2,2,stratified,4405472,lingyu07,Ajishio,0,DECISIVE,1,160,12,11,b166b6b93aa1670b,c51189f519cd1c07,60,60,action,action
83047043,2026-07-01,2,2,stratified,3834409,kazuki0123,zoroark190,0,DECISIVE,0,145,13,12,c9d8794e26a87fa3,842972d3b3962877,60,60,action,action
84052801,2026-07-05,2,2,stratified,3696871,渡邊征央,Rmy,1,DECISIVE,0,137,9,10,b43a53d96da0f0b5,831fd3a04060c7c2,60,60,action,action
84386084,2026-07-06,2,2,stratified,3898242,nasuo445,vibechu,0,DECISIVE,0,141,9,8,e34dae96b1984485,8c6a91def4dd5f6c,60,60,action,action
84359245,2026-07-06,2,2,stratified,4118856,Ketchum Alt,zoroark190,0,DECISIVE,1,148,12,11,cf3a7feaf2e07bff,7c0a454617fc9ab4,60,60,action,action
83777803,2026-07-04,2,2,stratified,3985891,tonakaiiii,5.5,0,DECISIVE,0,154,11,11,b43a53d96da0f0b5,902b00d2b6f713c2,60,60,action,action
82780427,2026-06-30,2,2,stratified,3724353,LowEffort,llkarill,1,DECISIVE,1,132,8,9,2b3108749e2032d7,6d7d4d82b45a1f8b,60,60,action,action
84153044,2026-07-05,2,2,stratified,4023879,yt0914,aaa,1,DECISIVE,1,147,14,15,4a4c8fdc31bc148f,53f420cb63036c6b,60,60,action,action
83409127,2026-07-02,2,2,stratified,4081048,Yushin Ito,btk15049,0,DECISIVE,0,158,19,18,aa2398e69a3549ad,dafa1e6efd85150e,60,60,action,action
84444560,2026-07-06,2,2,stratified,4283546,koga_poke,payanotty,1,DECISIVE,1,153,13,13,8ff1e185fabb8099,0078ce0f297a4597,60,60,action,action
82919014,2026-06-30,2,2,stratified,3890643,Akshay Punjabi,J.Moriuchi,0,DECISIVE,1,144,14,13,d97004b63104f708,2b3108749e2032d7,60,60,action,action
83728859,2026-07-04,2,2,stratified,3727950,kazuki0123,zoroark190,0,DECISIVE,0,134,11,11,c9d8794e26a87fa3,842972d3b3962877,60,60,action,action
82953288,2026-07-01,2,2,stratified,3688542,Psychic Genesis,aidy,1,DECISIVE,0,147,11,12,78424bb7b3831f69,831fd3a04060c7c2,60,60,action,action
83984239,2026-07-05,2,2,stratified,4108223,Takaaki Matsuda,aidy,1,DECISIVE,1,151,10,11,ecb9fd41d48b6ccb,831fd3a04060c7c2,60,60,action,action
