episode_id,turn,game_result,n_bench_targets,bench_targets,counters_observed,best_prize_achievable,best_kos_slots,actual_kos_slots,actual_prize,prize_shortfall,n_max_equivalent_allocations
92355171,11,WIN,4,"Shaymin(hp=80/80,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False); Abra(hp=30/50,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,1,[2],[],0,1,1
92355171,13,WIN,4,"Shaymin(hp=80/80,prize=1,immune=False); Dunsparce(hp=30/70,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,1,[1],[1],1,0,1
92387111,6,LOSS,2,"Dwebble(hp=70/70,prize=1,immune=True); Mega Kangaskhan ex(hp=300/300,prize=3,immune=True)",6,0,[],[],0,0,0
92387111,8,LOSS,2,"Dwebble(hp=70/70,prize=1,immune=True); Mega Kangaskhan ex(hp=300/300,prize=3,immune=True)",6,0,[],[],0,0,0
92387111,10,LOSS,2,"Dwebble(hp=70/70,prize=1,immune=True); Mega Kangaskhan ex(hp=300/300,prize=3,immune=True)",6,0,[],[],0,0,0
92387111,12,LOSS,4,"Crustle(hp=150/150,prize=1,immune=True); Crustle(hp=150/150,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=True)",6,0,[],[],0,0,0
92387111,14,LOSS,4,"Crustle(hp=150/150,prize=1,immune=True); Crustle(hp=150/150,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=True)",6,0,[],[],0,0,0
92387111,16,LOSS,3,"Crustle(hp=150/150,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=True)",6,0,[],[],0,0,0
92387111,18,LOSS,3,"Crustle(hp=150/150,prize=1,immune=True); Dwebble(hp=70/70,prize=1,immune=False); Dwebble(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92387111,20,LOSS,3,"Crustle(hp=150/150,prize=1,immune=True); Dwebble(hp=10/70,prize=1,immune=False); Dwebble(hp=70/70,prize=1,immune=False)",6,1,[1],[],0,1,1
92387111,22,LOSS,3,"Crustle(hp=150/150,prize=1,immune=True); Dwebble(hp=10/70,prize=1,immune=False); Dwebble(hp=10/70,prize=1,immune=False)",6,2,"[1, 2]","[1, 2]",2,0,1
92415836,7,WIN,1,"Teal Mask Ogerpon ex(hp=240/240,prize=2,immune=False)",6,0,[],[],0,0,0
92415836,9,WIN,1,"Teal Mask Ogerpon ex(hp=180/240,prize=2,immune=False)",6,0,[],[],0,0,0
92415836,11,WIN,0,,0,0,[],[],0,0,0
92428800,5,LOSS,5,"Munkidori(hp=110/110,prize=1,immune=False); Munkidori(hp=110/110,prize=1,immune=False); Marnie's Morgrem(hp=100/100,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92428800,7,LOSS,5,"Munkidori(hp=80/110,prize=1,immune=False); Munkidori(hp=110/110,prize=1,immune=False); Marnie's Morgrem(hp=100/100,prize=1,immune=False); Marnie's Grimmsnarl ex(hp=320/320,prize=2,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92447449,7,LOSS,4,"Abra(hp=50/50,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False); Abra(hp=50/50,prize=1,immune=False); Abra(hp=50/50,prize=1,immune=False)",6,1,[3],[0],1,0,3
92447449,9,LOSS,2,"Kadabra(hp=80/80,prize=1,immune=False); Dunsparce(hp=60/60,prize=1,immune=False)",6,1,[1],[],0,1,1
92447449,15,LOSS,5,"Dudunsparce(hp=140/140,prize=1,immune=False); Alakazam(hp=140/140,prize=1,immune=False); Kadabra(hp=80/80,prize=1,immune=False); Kadabra(hp=80/80,prize=1,immune=False); Dunsparce(hp=60/60,prize=1,immune=False)",6,1,[4],[],0,1,1
92461081,8,LOSS,5,"Munkidori(hp=80/110,prize=1,immune=False); Froslass(hp=80/90,prize=1,immune=False); Marnie's Morgrem(hp=100/100,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Munkidori(hp=80/110,prize=1,immune=False)",6,0,[],[],0,0,0
92461081,10,LOSS,4,"Munkidori(hp=60/110,prize=1,immune=False); Froslass(hp=80/90,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Munkidori(hp=60/110,prize=1,immune=False)",6,1,[3],[3],1,0,2
92461081,12,LOSS,4,"Munkidori(hp=70/110,prize=1,immune=False); Froslass(hp=80/90,prize=1,immune=False); Marnie's Morgrem(hp=100/100,prize=1,immune=False); Munkidori(hp=100/110,prize=1,immune=False)",6,0,[],[],0,0,0
92466796,5,LOSS,5,"Duraludon(hp=130/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False); Cinderace(hp=160/160,prize=1,immune=False)",6,0,[],[],0,0,0
92466796,7,LOSS,4,"Cinderace(hp=160/160,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False)",6,0,[],[],0,0,0
92466796,9,LOSS,4,"Cinderace(hp=160/160,prize=1,immune=False); Duraludon(hp=70/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False)",6,0,[],[],0,0,0
92466796,11,LOSS,3,"Duraludon(hp=130/130,prize=1,immune=False); Cinderace(hp=160/160,prize=1,immune=False); Duraludon(hp=130/130,prize=1,immune=False)",6,0,[],[],0,0,0
