f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,ref_pwin
4.0,18.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,1264.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,849.0,330.0,330.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,330.0,6.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,710.0,236.66666666666666,1.0,0.0,7.0,26.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,430.0,86.0,0.0,0.0,7.0,29.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377695
2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,96.0,210.0,210.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,210.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,310.0,103.33333333333333,0.0,0.0,6.0,42.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33498037
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,80.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,420.0,84.0,0.0,0.0,5.0,38.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4320766
8.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1259.0,0.0,1.0,1.0,7.0,1.0,1.0,4.0,0.0,0.0,648.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,390.0,78.0,5.0,0.0,7.0,26.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,460.0,115.0,1.0,0.0,4.0,30.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916477
2.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1071.0,170.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,6.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,280.0,140.0,1.0,0.0,1.0,45.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,50.0,1.0,0.0,5.0,43.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39076152
3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,120.0,90.0,90.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,90.0,-1.0,-1.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,280.0,70.0,1.0,0.0,6.0,33.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,470.0,94.0,1.0,0.0,6.0,37.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73387456
6.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1264.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,743.0,140.0,140.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,480.0,96.0,1.0,0.0,13.0,23.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,370.0,74.0,3.0,0.0,7.0,29.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25007185
2.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,5.0,0.0,2.0,5.0,0.0,0.0,184.0,210.0,210.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,210.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,380.0,190.0,1.0,0.0,7.0,38.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,110.0,110.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,210.0,70.0,0.0,0.0,3.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62930536
4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1261.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,920.0,140.0,140.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,140.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,280.0,140.0,3.0,0.0,5.0,40.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,-1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,90.0,2.0,0.0,5.0,42.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37212834
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,140.0,210.0,210.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,210.0,6.0,-1.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,140.0,70.0,0.0,0.0,6.0,44.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,6.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61034656
3.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,112.0,110.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,350.0,70.0,2.0,0.0,6.0,30.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,130.0,0.0,0.0,9.0,39.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68675154
6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1259.0,0.0,1.0,1.0,7.0,2.0,2.0,6.0,0.0,0.0,743.0,120.0,140.0,0.8571428571428571,0.0,1.0,1.0,0.0,1.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,17.0,22.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,380.0,76.0,2.0,0.0,5.0,33.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09926593
12.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1259.0,0.0,1.0,1.0,15.0,1.0,1.0,4.0,0.0,0.0,648.0,310.0,320.0,0.96875,0.0,3.0,3.0,0.0,2.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,4.0,580.0,145.0,2.0,0.0,3.0,23.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,90.0,320.0,0.28125,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,280.0,70.0,1.0,0.0,8.0,14.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357774
12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,121.0,140.0,320.0,0.4375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,810.0,202.5,3.0,0.0,10.0,8.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,90.0,210.0,0.42857142857142855,0.0,4.0,4.0,1.0,0.0,1.0,210.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,120.0,120.0,1.0,0.0,5.0,13.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952678
14.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,0.0,121.0,140.0,320.0,0.4375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,400.0,100.0,4.0,0.0,7.0,20.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,0.0,330.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,330.0,4.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,100.0,100.0,2.0,0.0,3.0,31.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863398
3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,408.0,60.0,70.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,70.0,3.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,320.0,80.0,0.0,0.0,7.0,37.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2118864
7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1261.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,150.0,200.0,330.0,0.6060606060606061,0.0,4.0,2.0,0.0,2.0,3.0,330.0,2.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,790.0,197.5,16.0,0.0,6.0,19.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,460.0,92.0,4.0,0.0,5.0,20.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697039
5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1259.0,0.0,1.0,1.0,16.0,1.0,1.0,2.0,0.0,0.0,112.0,90.0,110.0,0.8181818181818182,0.0,1.0,1.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,450.0,90.0,1.0,0.0,6.0,30.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,460.0,115.0,2.0,1.0,2.0,36.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655647
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,112.0,110.0,110.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,6.0,44.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,0.0,5.0,47.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6029947
5.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1248.0,0.0,1.0,1.0,14.0,1.0,1.0,4.0,5.0,0.0,121.0,320.0,320.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,2.0,410.0,205.0,0.0,0.0,6.0,30.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,880.0,220.0,3.0,0.0,7.0,34.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5820399
2.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,57.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,130.0,1.0,0.0,5.0,39.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,110.0,110.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,110.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,70.0,0.0,0.0,7.0,42.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49225482
4.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1261.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,150.0,330.0,330.0,1.0,1.0,4.0,2.0,0.0,2.0,3.0,330.0,2.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,790.0,197.5,10.0,0.0,3.0,25.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,350.0,87.5,1.0,0.0,2.0,41.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709927
16.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1256.0,0.0,1.0,1.0,7.0,1.0,1.0,5.0,0.0,0.0,120.0,90.0,90.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,90.0,-1.0,-1.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,570.0,114.0,5.0,0.0,7.0,18.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,140.0,70.0,0.0,0.0,5.0,32.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9023881
6.0,18.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,743.0,140.0,140.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,140.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,510.0,102.0,1.0,0.0,20.0,17.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,630.0,126.0,3.0,0.0,6.0,30.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26921615
0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44751588
31.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1264.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,117.0,90.0,210.0,0.42857142857142855,0.0,2.0,2.0,0.0,0.0,1.0,210.0,1.0,-1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,210.0,210.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,210.0,6.0,-1.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,720.0,144.0,5.0,0.0,8.0,10.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39717773
6.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1261.0,0.0,1.0,1.0,7.0,2.0,2.0,5.0,0.0,0.0,150.0,160.0,330.0,0.48484848484848486,0.0,4.0,2.0,0.0,2.0,3.0,330.0,2.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,800.0,160.0,8.0,0.0,4.0,15.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,690.0,172.5,0.0,0.0,4.0,21.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89189434
10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,1.0,13.0,1.0,1.0,5.0,0.0,0.0,648.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,520.0,173.33333333333334,2.0,0.0,3.0,27.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,610.0,152.5,2.0,0.0,8.0,16.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891876
12.0,22.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,1256.0,0.0,1.0,1.0,7.0,1.0,1.0,4.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,780.0,156.0,3.0,0.0,9.0,5.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,120.0,320.0,0.375,0.0,1.0,1.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,3.0,290.0,96.66666666666667,0.0,0.0,5.0,19.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92548245
5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1259.0,0.0,1.0,9.0,43.0,1.0,1.0,2.0,0.0,0.0,646.0,50.0,70.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,70.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,410.0,205.0,1.0,0.0,8.0,37.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,450.0,90.0,1.0,0.0,8.0,19.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48344076
6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,1071.0,170.0,170.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,170.0,6.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,590.0,118.0,1.0,0.0,7.0,24.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,90.0,110.0,0.8181818181818182,0.0,1.0,1.0,1.0,1.0,1.0,110.0,4.0,-1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,350.0,70.0,0.0,0.0,8.0,34.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5924704
13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1259.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,648.0,120.0,320.0,0.375,0.0,2.0,2.0,0.0,2.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,500.0,166.66666666666666,2.0,0.0,8.0,19.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,140.0,320.0,0.4375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,670.0,134.0,2.0,0.0,6.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96454775
7.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,1244.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,121.0,320.0,320.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,2.0,410.0,205.0,2.0,0.0,6.0,19.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,300.0,300.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,300.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,60.0,0.0,0.0,6.0,34.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91817576
8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1246.0,0.0,1.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,648.0,100.0,320.0,0.3125,0.0,2.0,2.0,0.0,2.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,160.0,80.0,0.0,0.0,5.0,33.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,300.0,320.0,0.9375,0.0,2.0,2.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,5.0,670.0,134.0,2.0,0.0,9.0,13.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07954151
2.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1260.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,235.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0,60.0,0.0,0.0,7.0,35.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,170.0,56.666666666666664,1.0,0.0,4.0,43.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5258007
1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,860.0,70.0,70.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,70.0,8.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,-1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19657181
22.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1259.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,121.0,100.0,320.0,0.3125,0.0,1.0,1.0,0.0,2.0,1.0,320.0,-1.0,-1.0,9.0,2.0,1.0,0.0,1.0,0.0,4.0,450.0,112.5,2.0,0.0,3.0,11.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,310.0,320.0,0.96875,0.0,2.0,2.0,0.0,1.0,2.0,320.0,1.0,-1.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,440.0,88.0,3.0,0.0,6.0,14.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07870939
