counter_archetype,target_archetype,date,games_before,wins_before,win_rate_before,wilson_lo_before,target_meta_share_14d,counter_meta_share_14d,stat_gate_pass,full_gate_pass,consecutive_full_gate_passes,is_candidate_date,is_detection_date
Fezandipiti ex,Dragapult ex,2026-08-08,66,22,0.3333,0.2316,0.0397,0.1379,False,False,0,False,False
Fezandipiti ex,Dragapult ex,2026-08-09,70,25,0.3571,0.255,0.0439,0.1432,False,False,0,False,False
Fezandipiti ex,Dragapult ex,2026-08-10,73,26,0.3562,0.256,0.046,0.1425,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-17,0,0,0.0,0.0,0.0,0.0455,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-18,0,0,0.0,0.0,0.0,0.0682,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-19,0,0,0.0,0.0,0.0,0.0758,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-20,0,0,0.0,0.0,0.0,0.0698,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-21,0,0,0.0,0.0,0.0,0.0652,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-22,0,0,0.0,0.0,0.0,0.0647,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-23,0,0,0.0,0.0,0.0,0.0774,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-24,0,0,0.0,0.0,0.0,0.0807,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-25,0,0,0.0,0.0,0.0,0.0787,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-26,0,0,0.0,0.0,0.0,0.0754,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-27,0,0,0.0,0.0,0.0,0.0712,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-28,0,0,0.0,0.0,0.0,0.0739,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-29,0,0,0.0,0.0,0.0,0.0714,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-06-30,0,0,0.0,0.0,0.0,0.0729,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-01,0,0,0.0,0.0,0.0043,0.081,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-02,1,1,1.0,0.2065,0.0135,0.0841,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-03,2,1,0.5,0.0945,0.042,0.0826,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-04,2,1,0.5,0.0945,0.05,0.0868,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-05,2,1,0.5,0.0945,0.0826,0.0855,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-06,2,1,0.5,0.0945,0.1024,0.0875,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-07,2,1,0.5,0.0945,0.1284,0.0831,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-08,4,2,0.5,0.15,0.146,0.084,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-09,9,5,0.5556,0.2666,0.1686,0.0878,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-10,15,9,0.6,0.3575,0.168,0.1144,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-11,25,13,0.52,0.335,0.1798,0.1423,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-12,27,14,0.5185,0.3399,0.1781,0.161,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-13,33,16,0.4848,0.325,0.1809,0.1809,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-14,44,21,0.4773,0.3375,0.1847,0.2065,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-15,57,24,0.4211,0.3019,0.1844,0.2325,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-16,62,27,0.4355,0.3194,0.1827,0.2471,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-17,68,29,0.4265,0.316,0.1742,0.2584,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-18,86,38,0.4419,0.3416,0.1745,0.2763,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-19,99,43,0.4343,0.341,0.1742,0.286,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-20,116,53,0.4569,0.3691,0.1812,0.2966,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-21,133,60,0.4511,0.3691,0.1861,0.3024,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-22,152,67,0.4408,0.3643,0.1978,0.3175,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-23,174,76,0.4368,0.3652,0.2111,0.324,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-24,196,86,0.4388,0.3711,0.2296,0.3267,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-25,209,91,0.4354,0.37,0.2618,0.3138,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-26,225,101,0.4489,0.3853,0.2944,0.3021,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-27,245,108,0.4408,0.38,0.3219,0.2942,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-28,263,119,0.4525,0.3934,0.3552,0.2736,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-29,274,121,0.4416,0.384,0.3946,0.2481,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-30,282,127,0.4504,0.3933,0.4268,0.2273,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-07-31,295,132,0.4475,0.3918,0.4615,0.2138,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-01,307,138,0.4495,0.3948,0.4873,0.1928,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-02,314,139,0.4427,0.3888,0.4985,0.1793,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-03,320,142,0.4437,0.3903,0.5084,0.1601,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-04,326,146,0.4479,0.3948,0.5052,0.1484,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-05,337,148,0.4392,0.3872,0.5071,0.141,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-06,350,155,0.4429,0.3917,0.5026,0.1403,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-07,363,162,0.4463,0.396,0.5019,0.1355,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-08,373,168,0.4504,0.4007,0.485,0.1379,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-09,390,179,0.459,0.4102,0.4726,0.1432,False,False,0,False,False
Fezandipiti ex,Marnie's Grimmsnarl ex,2026-08-10,399,182,0.4561,0.4079,0.4566,0.1425,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-17,0,0,0.0,0.0,0.0455,0.0455,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-18,0,0,0.0,0.0,0.0114,0.0682,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-19,0,0,0.0,0.0,0.0152,0.0758,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-20,0,0,0.0,0.0,0.0116,0.0698,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-21,0,0,0.0,0.0,0.0087,0.0652,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-22,0,0,0.0,0.0,0.0072,0.0647,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-23,0,0,0.0,0.0,0.006,0.0774,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-24,0,0,0.0,0.0,0.0052,0.0807,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-25,0,0,0.0,0.0,0.0069,0.0787,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-26,0,0,0.0,0.0,0.0086,0.0754,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-27,0,0,0.0,0.0,0.0077,0.0712,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-28,0,0,0.0,0.0,0.007,0.0739,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-29,0,0,0.0,0.0,0.0063,0.0714,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-06-30,0,0,0.0,0.0,0.006,0.0729,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-01,0,0,0.0,0.0,0.0043,0.081,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-02,0,0,0.0,0.0,0.0075,0.0841,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-03,0,0,0.0,0.0,0.0058,0.0826,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-04,0,0,0.0,0.0,0.0074,0.0868,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-05,0,0,0.0,0.0,0.0147,0.0855,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-06,1,1,1.0,0.2065,0.0208,0.0875,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-07,1,1,1.0,0.2065,0.0287,0.0831,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-08,2,2,1.0,0.3424,0.0491,0.084,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-09,2,2,1.0,0.3424,0.0624,0.0878,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-10,6,4,0.6667,0.3,0.0759,0.1144,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-11,13,5,0.3846,0.1771,0.0899,0.1423,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-12,27,15,0.5556,0.3731,0.1087,0.161,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-13,35,21,0.6,0.4357,0.1252,0.1809,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-14,48,28,0.5833,0.4428,0.1366,0.2065,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-15,61,36,0.5902,0.465,0.1466,0.2325,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-16,70,40,0.5714,0.4548,0.1515,0.2471,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-17,79,44,0.557,0.4473,0.1604,0.2584,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-18,84,46,0.5476,0.4414,0.1563,0.2763,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-19,94,51,0.5426,0.4422,0.1607,0.286,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-20,96,53,0.5521,0.4525,0.1528,0.2966,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-21,100,55,0.55,0.4524,0.1494,0.3024,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-22,106,58,0.5472,0.4524,0.1459,0.3175,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-23,113,61,0.5398,0.4481,0.1428,0.324,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-24,115,63,0.5478,0.4568,0.134,0.3267,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-25,118,63,0.5339,0.4442,0.1276,0.3138,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-26,118,63,0.5339,0.4442,0.115,0.3021,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-27,119,64,0.5378,0.4485,0.1042,0.2942,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-28,121,64,0.5289,0.4405,0.0988,0.2736,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-29,124,65,0.5242,0.4369,0.0948,0.2481,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-30,127,66,0.5197,0.4335,0.0943,0.2273,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-07-31,129,67,0.5194,0.4339,0.0887,0.2138,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-01,134,69,0.5149,0.4311,0.09,0.1928,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-02,138,71,0.5145,0.4318,0.086,0.1793,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-03,138,71,0.5145,0.4318,0.0864,0.1601,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-04,140,73,0.5214,0.4392,0.087,0.1484,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-05,140,73,0.5214,0.4392,0.0855,0.141,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-06,147,76,0.517,0.4368,0.087,0.1403,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-07,151,77,0.5099,0.4309,0.0904,0.1355,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-08,155,80,0.5161,0.438,0.0926,0.1379,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-09,157,81,0.5159,0.4383,0.0971,0.1432,False,False,0,False,False
Fezandipiti ex,Mega Kangaskhan ex,2026-08-10,158,82,0.519,0.4416,0.0984,0.1425,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-17,0,0,0.0,0.0,0.0,0.0455,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-18,0,0,0.0,0.0,0.0,0.0682,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-19,0,0,0.0,0.0,0.0,0.0758,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-20,0,0,0.0,0.0,0.0,0.0698,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-21,0,0,0.0,0.0,0.0,0.0652,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-22,0,0,0.0,0.0,0.0,0.0647,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-23,0,0,0.0,0.0,0.0,0.0774,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-24,0,0,0.0,0.0,0.0,0.0807,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-25,0,0,0.0,0.0,0.0,0.0787,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-26,0,0,0.0,0.0,0.0022,0.0754,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-27,0,0,0.0,0.0,0.0019,0.0712,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-28,0,0,0.0,0.0,0.0018,0.0739,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-29,0,0,0.0,0.0,0.0016,0.0714,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-06-30,0,0,0.0,0.0,0.0015,0.0729,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-01,0,0,0.0,0.0,0.0014,0.081,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-02,0,0,0.0,0.0,0.0015,0.0841,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-03,0,0,0.0,0.0,0.0014,0.0826,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-04,0,0,0.0,0.0,0.0015,0.0868,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-05,0,0,0.0,0.0,0.0015,0.0855,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-06,0,0,0.0,0.0,0.003,0.0875,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-07,0,0,0.0,0.0,0.003,0.0831,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-08,1,1,1.0,0.2065,0.0052,0.084,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-09,1,1,1.0,0.2065,0.0069,0.0878,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-10,1,1,1.0,0.2065,0.0051,0.1144,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-11,1,1,1.0,0.2065,0.0056,0.1423,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-12,1,1,1.0,0.2065,0.0051,0.161,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-13,1,1,1.0,0.2065,0.0081,0.1809,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-14,2,2,1.0,0.3424,0.009,0.2065,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-15,3,2,0.6667,0.2077,0.0091,0.2325,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-16,3,2,0.6667,0.2077,0.0085,0.2471,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-17,3,2,0.6667,0.2077,0.0081,0.2584,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-18,3,2,0.6667,0.2077,0.0076,0.2763,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-19,3,2,0.6667,0.2077,0.0073,0.286,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-20,3,2,0.6667,0.2077,0.0068,0.2966,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-21,4,3,0.75,0.3006,0.007,0.3024,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-22,4,3,0.75,0.3006,0.0059,0.3175,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-23,6,5,0.8333,0.4365,0.0077,0.324,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-24,8,7,0.875,0.5291,0.0114,0.3267,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-25,8,7,0.875,0.5291,0.0111,0.3138,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-26,8,7,0.875,0.5291,0.0113,0.3021,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-27,9,7,0.7778,0.4526,0.011,0.2942,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-28,9,7,0.7778,0.4526,0.0112,0.2736,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-29,9,7,0.7778,0.4526,0.0114,0.2481,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-30,9,7,0.7778,0.4526,0.0116,0.2273,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-07-31,10,8,0.8,0.4902,0.0121,0.2138,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-01,10,8,0.8,0.4902,0.0155,0.1928,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-02,11,8,0.7273,0.4343,0.0229,0.1793,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-03,16,9,0.5625,0.3318,0.0319,0.1601,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-04,20,12,0.6,0.3866,0.0439,0.1484,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-05,22,12,0.5455,0.3466,0.0555,0.141,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-06,26,15,0.5769,0.3895,0.0615,0.1403,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-07,29,15,0.5172,0.3443,0.0642,0.1355,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-08,35,17,0.4857,0.3299,0.0731,0.1379,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-09,36,17,0.4722,0.3199,0.0795,0.1432,False,False,0,False,False
Fezandipiti ex,Mega Lopunny ex,2026-08-10,42,21,0.5,0.3553,0.0875,0.1425,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-16,0,0,0.0,0.0,,,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-17,0,0,0.0,0.0,0.0909,0.0455,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-18,1,0,0.0,0.0,0.2386,0.0682,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-19,4,1,0.25,0.0456,0.2652,0.0758,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-20,5,2,0.4,0.1176,0.343,0.0698,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-21,5,2,0.4,0.1176,0.3609,0.0652,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-22,5,2,0.4,0.1176,0.3381,0.0647,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-23,5,2,0.4,0.1176,0.2946,0.0774,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-24,6,3,0.5,0.1876,0.3021,0.0807,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-25,6,3,0.5,0.1876,0.3032,0.0787,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-26,6,3,0.5,0.1876,0.2931,0.0754,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-27,6,3,0.5,0.1876,0.2808,0.0712,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-28,6,3,0.5,0.1876,0.2711,0.0739,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-29,6,3,0.5,0.1876,0.2587,0.0714,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-06-30,6,3,0.5,0.1876,0.2485,0.0729,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-01,6,3,0.5,0.1876,0.2344,0.081,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-02,6,3,0.5,0.1876,0.2207,0.0841,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-03,8,4,0.5,0.2152,0.1986,0.0826,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-04,8,4,0.5,0.2152,0.1676,0.0868,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-05,8,4,0.5,0.2152,0.1342,0.0855,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-06,8,4,0.5,0.2152,0.1202,0.0875,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-07,8,4,0.5,0.2152,0.1148,0.0831,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-08,8,4,0.5,0.2152,0.084,0.084,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-09,8,4,0.5,0.2152,0.0647,0.0878,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-10,9,5,0.5556,0.2666,0.0577,0.1144,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-11,9,5,0.5556,0.2666,0.0459,0.1423,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-12,10,6,0.6,0.3127,0.0394,0.161,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-13,10,6,0.6,0.3127,0.0307,0.1809,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-14,10,6,0.6,0.3127,0.0255,0.2065,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-15,10,6,0.6,0.3127,0.0237,0.2325,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-16,11,6,0.5455,0.2801,0.0221,0.2471,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-17,11,6,0.5455,0.2801,0.0187,0.2584,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-18,11,6,0.5455,0.2801,0.017,0.2763,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-19,11,6,0.5455,0.2801,0.0157,0.286,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-20,11,6,0.5455,0.2801,0.0142,0.2966,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-21,11,6,0.5455,0.2801,0.0135,0.3024,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-22,11,6,0.5455,0.2801,0.0104,0.3175,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-23,11,6,0.5455,0.2801,0.0072,0.324,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-24,11,6,0.5455,0.2801,0.0043,0.3267,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-25,12,7,0.5833,0.3195,0.0037,0.3138,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-26,12,7,0.5833,0.3195,0.0014,0.3021,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-27,12,7,0.5833,0.3195,0.0009,0.2942,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-28,12,7,0.5833,0.3195,0.0009,0.2736,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-29,12,7,0.5833,0.3195,0.0008,0.2481,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-30,12,7,0.5833,0.3195,0.0008,0.2273,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-07-31,12,7,0.5833,0.3195,0.0008,0.2138,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-08-01,12,7,0.5833,0.3195,0.0008,0.1928,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-08-02,12,7,0.5833,0.3195,0.0012,0.1793,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-08-03,12,7,0.5833,0.3195,0.0023,0.1601,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-08-04,13,7,0.5385,0.2914,0.0056,0.1484,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-08-05,17,8,0.4706,0.2616,0.0086,0.141,False,False,0,False,False
Fezandipiti ex,Mega Lucario ex,2026-08-06,18,9,0.5,0.2903,0.0116,0.1403,False,False,0,False,False
