exact_deck_hash,exact_deck_list,archetype_id,archetype_name
26c6379657a2c820,5:3;19:4;66:3;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:3;1129:1;1146:1;1152:4;1182:2;1197:2;1225:4;1231:4;1247:1,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
272e341949227f9c,3:5;7:3;12:1;17:2;66:3;112:3;305:4;860:3;861:3;1030:3;1031:3;1086:4;1122:2;1137:1;1145:3;1152:4;1198:2;1224:4;1225:4;1229:3,UNLABELED_CLUSTER_07,Mega Froslass ex / Mega Starmie ex
272e624d9683e14e,5:3;13:1;19:4;66:3;140:1;305:3;741:4;742:4;743:3;1079:3;1081:2;1086:4;1097:2;1129:1;1146:1;1152:4;1182:3;1184:1;1197:1;1225:4;1227:4;1231:4,Fezandipiti ex,Fezandipiti ex
2759046d45c803ab,2:3;5:3;7:3;112:2;119:4;120:4;121:3;140:1;141:1;235:1;272:1;689:1;791:1;1071:2;1086:4;1088:1;1097:4;1121:4;1152:4;1182:4;1198:2;1213:1;1227:4;1250:2,Dragapult ex,Dragapult ex
2768139fe1eb6d0b,5:3;19:4;65:4;66:4;741:4;742:4;743:3;1079:3;1081:3;1086:4;1097:1;1129:1;1146:1;1152:4;1159:1;1182:3;1184:1;1225:4;1231:4;1264:4,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
27b307e62db35245,3:7;17:4;131:2;132:2;133:2;1030:4;1031:3;1086:4;1119:2;1121:4;1122:3;1152:4;1167:1;1192:3;1213:3;1225:4;1227:4;1229:4,UNLABELED_CLUSTER_03,Mega Starmie ex
28e08086f5844701,11:4;12:1;19:4;65:3;66:3;304:1;311:1;878:4;879:3;1086:4;1097:3;1115:3;1122:4;1152:4;1171:4;1182:2;1194:2;1197:2;1227:4;1255:4,UNLABELED_CLUSTER_22,Dudunsparce / Dunsparce / Hop's Phantump / Hop's Trevenant / Hop’s Cramorant / Hop’s Snorlax
2a57f95a0978f0cc,5:4;19:4;66:3;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:1;1129:3;1152:4;1182:4;1225:4;1231:4;1247:1,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
2a8c2e76cea8afd6,5:4;19:4;66:3;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:1;1129:2;1152:4;1182:4;1184:2;1225:4;1231:4,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
2b2e5439cf9cc23e,1:27;11:4;18:4;344:4;345:4;1147:4;1159:1;1212:4;1224:4;1264:4,UNLABELED_CLUSTER_06,Crustle / Dwebble
2b3108749e2032d7,8:11;57:1;169:4;190:4;666:4;1097:3;1121:4;1122:4;1147:4;1152:4;1159:1;1182:4;1185:4;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
2b38095c5eca59f6,1:18;18:2;96:4;1094:4;1118:2;1119:4;1122:3;1127:2;1137:1;1147:2;1159:1;1182:3;1201:1;1213:4;1221:1;1223:2;1227:4;1251:2,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
2c9b6cbbab859256,5:1;13:1;19:4;66:3;109:4;142:1;245:1;305:4;343:1;742:4;743:3;858:1;1079:3;1086:4;1097:1;1129:1;1146:1;1152:4;1156:1;1161:2;1182:3;1184:1;1225:3;1231:4;1264:4,UNLABELED_CLUSTER_49,Abra / Alakazam / Dudunsparce / Dunsparce / Genesect / Kadabra / Psyduck / Shaymin
2d0a90fa804b68f1,2:3;5:4;7:2;66:1;112:2;119:4;120:4;121:3;140:1;184:1;235:2;305:2;306:1;1071:1;1079:2;1080:1;1086:4;1097:3;1121:4;1152:4;1182:2;1198:3;1227:4;1246:2,Dragapult ex,Dragapult ex
2d71c6f1996fb778,6:18;675:2;676:3;677:4;678:4;1102:4;1123:4;1141:4;1142:4;1152:2;1182:3;1192:4;1227:4,Mega Lucario ex,Mega Lucario ex
2da70d7f4cb16df3,5:2;13:1;19:4;66:3;140:1;305:3;741:4;742:4;743:4;1079:3;1081:4;1086:4;1097:2;1129:1;1137:1;1152:4;1182:3;1184:1;1197:1;1225:4;1231:4;1264:2,Fezandipiti ex,Fezandipiti ex
2dad2c302cbb4a32,3:10;12:1;17:4;666:4;1030:3;1031:4;1081:1;1086:4;1097:1;1122:4;1124:4;1145:2;1152:2;1189:4;1213:2;1227:4;1229:4;1246:2,UNLABELED_CLUSTER_03,Mega Starmie ex
2dc0367808ff9740,5:4;19:4;73:1;74:1;164:4;414:1;817:3;818:3;1086:4;1097:4;1120:4;1123:2;1129:2;1144:2;1152:4;1161:2;1197:4;1225:4;1227:4;1247:1;1264:2,UNLABELED_CLUSTER_44,Brambleghast / Bramblin / Comfey / Rabsca / Rellor / Team Rocket's Articuno
2e52301ff6911308,1:8;3:1;4:2;5:2;6:2;63:2;75:1;96:3;108:1;140:1;184:2;209:1;272:1;756:3;978:1;1071:3;1080:1;1097:2;1098:2;1116:4;1121:4;1182:2;1188:1;1198:4;1205:1;1213:1;1227:1;1250:3,Mega Kangaskhan ex,Mega Kangaskhan ex
2e6ecf8381bfd901,11:4;12:1;19:4;65:4;66:3;304:2;343:1;878:4;879:2;1086:4;1097:3;1115:3;1122:3;1152:4;1171:4;1182:2;1194:2;1210:2;1227:4;1255:4,UNLABELED_CLUSTER_58,Dudunsparce / Dunsparce / Hop's Phantump / Hop's Trevenant / Hop’s Snorlax / Shaymin
2e79a10ee3ba9449,6:9;7:1;12:1;16:4;112:1;116:4;117:1;675:2;676:3;1051:2;1052:2;1097:3;1122:1;1137:1;1142:4;1152:4;1174:2;1182:2;1187:2;1213:2;1227:4;1238:2;1256:3,UNLABELED_CLUSTER_04,Cornerstone Mask Ogerpon ex
2f94e9ff474c39a1,7:11;112:2;827:3;828:3;833:2;834:2;848:1;849:1;1080:1;1086:4;1097:2;1121:2;1137:1;1145:2;1152:1;1182:2;1189:2;1197:2;1213:2;1225:2;1227:4;1229:4;1246:2;1252:2,Mega Lopunny ex,Mega Lopunny ex
2fa84cd9495ec752,5:4;19:4;66:4;305:4;741:4;742:4;743:4;1079:4;1081:3;1086:4;1097:2;1129:2;1152:4;1155:1;1156:2;1182:2;1184:1;1225:3;1231:4,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
2fcf79f31ecdb9ff,6:10;20:2;673:2;674:2;675:2;676:3;677:4;678:3;1071:1;1097:1;1121:4;1122:3;1141:4;1142:4;1158:1;1174:1;1182:3;1213:3;1227:4;1229:1;1252:1;1256:1,Mega Lucario ex,Mega Lucario ex
30d909f08c1a652e,1:7;5:3;15:4;400:4;401:4;414:2;431:2;432:1;463:2;1094:3;1097:1;1119:2;1134:4;1152:4;1158:1;1216:4;1217:1;1218:3;1219:1;1220:4;1227:1;1256:2,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
30db1ee024042ec8,7:10;103:2;104:2;112:4;646:4;647:3;648:3;1079:3;1080:1;1086:4;1097:3;1122:1;1137:1;1152:4;1182:2;1219:4;1227:4;1231:1;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
31075c9e53d1a13d,2:4;5:4;119:4;120:4;121:3;140:1;184:1;235:2;1079:2;1080:1;1086:4;1097:2;1120:4;1121:4;1123:1;1152:3;1156:1;1182:3;1198:4;1210:2;1227:4;1256:2,Dragapult ex,Dragapult ex
31235eddd9aefebc,5:2;13:1;19:4;66:4;305:4;741:4;742:4;743:4;1079:4;1081:3;1086:4;1097:3;1129:1;1152:4;1182:4;1184:1;1225:4;1231:4;1264:1,UNLABELED_CLUSTER_01,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra
3371c6e0d2105401,1:3;3:1;6:1;7:3;16:4;18:2;112:4;117:2;344:4;345:4;414:2;1086:4;1120:1;1147:4;1152:4;1159:1;1198:4;1210:4;1227:4;1236:4,UNLABELED_CLUSTER_04,Cornerstone Mask Ogerpon ex
338eafbad291cdbe,1:7;42:2;89:4;90:4;92:2;93:4;343:1;655:3;1086:4;1094:4;1097:3;1102:1;1129:1;1152:4;1155:1;1175:1;1182:2;1211:1;1225:3;1227:4;1245:4,UNLABELED_CLUSTER_34,Applin / Celebi / Dipplin / Grookey / Shaymin / Thwackey
3654c8b86446be5e,1:1;11:4;14:4;18:4;344:4;345:3;756:4;1086:4;1120:4;1122:4;1123:4;1147:3;1159:1;1182:2;1197:4;1225:4;1227:4;1264:2,Mega Kangaskhan ex,Mega Kangaskhan ex
36b9eec2910872dd,2:3;5:3;7:2;112:1;119:4;120:4;121:3;131:2;132:1;133:1;140:1;235:1;1071:1;1079:3;1080:1;1086:4;1097:2;1121:4;1152:4;1182:3;1198:2;1227:4;1231:2;1240:1;1246:1;1256:2,Dragapult ex,Dragapult ex
37e9db4920994509,2:3;5:4;7:2;66:1;112:2;119:4;120:4;121:3;140:1;235:1;305:2;306:1;1071:1;1079:2;1080:1;1086:4;1097:3;1121:4;1152:4;1182:3;1198:3;1227:4;1240:1;1246:2,Dragapult ex,Dragapult ex
37f128dd13a7fe6c,6:11;20:2;673:3;674:2;675:2;676:3;677:4;678:4;1102:4;1123:2;1141:4;1142:4;1152:4;1159:1;1182:2;1192:2;1227:4;1252:2,Mega Lucario ex,Mega Lucario ex
37f2032236fb6baf,1:1;11:4;14:4;18:4;343:1;344:4;345:4;756:4;1086:4;1087:1;1122:4;1123:4;1147:4;1159:1;1182:2;1197:4;1225:4;1227:4;1264:2,Mega Kangaskhan ex,Mega Kangaskhan ex
37fabc1f62f64d07,1:6;89:4;90:4;92:4;93:4;247:4;1080:1;1086:4;1094:4;1097:3;1122:2;1129:1;1152:4;1175:4;1182:1;1197:2;1227:4;1245:4,UNLABELED_CLUSTER_13,Applin / Dipplin / Grookey / Swirlix / Thwackey
37fca0625bdfcba0,6:4;20:4;341:4;342:4;343:1;379:4;380:4;381:3;1080:1;1086:4;1097:2;1142:3;1152:4;1173:3;1182:3;1203:1;1208:1;1213:2;1225:2;1227:4;1261:2,Cynthia's Garchomp ex,Cynthia's Garchomp ex
38fa8a4262f5f9e0,5:6;19:4;164:4;343:1;817:2;818:2;1081:2;1086:4;1097:4;1120:4;1122:2;1152:4;1161:3;1184:2;1197:4;1225:4;1227:4;1228:3;1247:1,UNLABELED_CLUSTER_18,Brambleghast / Bramblin / Comfey / Shaymin
393e490e6960de29,5:2;13:1;19:4;66:2;140:1;305:3;343:1;741:4;742:4;743:4;1079:3;1081:4;1086:4;1097:1;1129:1;1152:4;1182:3;1184:1;1197:3;1225:4;1231:4;1264:2,Fezandipiti ex,Fezandipiti ex
3a7349781963f0b1,1:6;3:2;4:4;5:2;6:2;24:1;63:1;75:1;108:2;117:1;126:2;140:1;160:2;184:2;272:2;414:1;756:1;781:1;1071:1;1097:2;1119:2;1121:4;1126:1;1134:2;1182:2;1194:1;1198:4;1219:4;1227:1;1250:2,Mega Kangaskhan ex,Mega Kangaskhan ex
3a9221cdc7ce6934,2:4;5:4;7:2;112:2;119:4;120:4;121:3;140:1;235:2;1071:1;1080:1;1086:4;1097:3;1120:2;1121:4;1152:4;1182:3;1197:1;1198:3;1213:1;1227:4;1231:1;1256:2,Dragapult ex,Dragapult ex
3aff49e27d78ff81,2:4;5:5;7:2;56:2;112:2;119:4;120:3;121:3;122:1;1079:2;1086:2;1121:4;1122:4;1130:4;1143:2;1158:1;1174:1;1188:2;1189:2;1198:4;1227:4;1235:2,Dragapult ex,Dragapult ex
3b336973fe7b01c6,2:6;5:5;119:4;120:4;121:4;140:1;184:1;235:2;1079:4;1080:1;1086:4;1097:2;1121:4;1152:2;1182:4;1198:4;1210:2;1227:4;1256:2,Dragapult ex,Dragapult ex
3c1906459f149732,6:11;673:2;674:2;675:2;676:3;677:3;678:3;1102:4;1123:3;1141:4;1142:4;1152:4;1159:1;1182:2;1192:2;1213:2;1227:4;1229:2;1252:2,Mega Lucario ex,Mega Lucario ex
3c623d17a29ea8c0,3:14;860:4;861:4;1030:4;1031:4;1086:4;1120:4;1122:4;1159:1;1182:1;1189:4;1206:4;1227:4;1229:4,UNLABELED_CLUSTER_07,Mega Froslass ex / Mega Starmie ex
3c6df30f8a7a9ba8,6:4;20:4;341:4;342:4;379:4;380:4;381:3;387:1;1086:4;1097:1;1137:1;1141:1;1142:3;1152:4;1173:3;1182:4;1194:1;1213:2;1219:2;1227:4;1249:1;1256:1,Cynthia's Garchomp ex,Cynthia's Garchomp ex
3c825a3abd501753,8:14;57:2;169:4;190:4;414:1;1097:4;1121:4;1122:4;1152:4;1159:1;1182:4;1192:4;1197:1;1213:2;1227:4;1244:3,UNLABELED_CLUSTER_02,Archaludon ex
3da418017b237a5f,7:10;104:2;112:4;646:4;647:4;648:4;860:2;1079:3;1080:1;1086:4;1097:3;1152:3;1161:1;1182:2;1219:2;1227:4;1231:3;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
3ee0afc0c1b58a95,2:3;5:4;7:3;65:1;66:1;112:2;119:4;120:4;121:3;140:1;235:1;306:1;1071:1;1080:1;1086:4;1097:2;1120:4;1121:4;1152:4;1182:2;1198:3;1213:1;1227:4;1246:1;1260:1,Dragapult ex,Dragapult ex
3f0180aa6166785a,8:13;57:1;169:4;190:4;666:4;1087:2;1097:4;1121:4;1122:4;1147:4;1152:4;1159:1;1182:3;1185:4;1227:4,UNLABELED_CLUSTER_02,Archaludon ex
3f1f09c8f684f280,1:4;4:4;5:1;8:2;16:1;24:1;44:1;126:2;160:2;175:2;184:2;210:1;233:1;272:1;414:1;586:1;756:2;1097:1;1119:1;1122:4;1126:1;1134:1;1147:4;1152:2;1178:1;1182:4;1188:2;1198:3;1210:1;1219:4;1246:2,Mega Kangaskhan ex,Mega Kangaskhan ex
3fb280bccb7483a7,1:19;11:4;14:4;18:4;344:4;345:4;1086:4;1120:3;1147:4;1159:1;1212:1;1227:4;1235:4,UNLABELED_CLUSTER_06,Crustle / Dwebble
3fc2cb03df5b2747,5:3;19:4;66:3;140:1;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1097:1;1129:1;1152:4;1182:3;1184:1;1197:3;1225:3;1231:4;1247:1,Fezandipiti ex,Fezandipiti ex
3fe56fcd5e43bce7,1:7;15:4;400:4;401:4;414:2;431:2;434:3;1086:2;1094:3;1121:1;1134:4;1152:4;1159:1;1175:1;1216:4;1217:1;1218:3;1220:4;1227:3;1257:3,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
40f1021085a61e0f,1:1;11:4;14:1;18:4;20:4;117:2;344:4;345:3;756:3;1086:3;1096:1;1120:4;1122:3;1147:4;1175:2;1182:2;1187:3;1197:2;1225:4;1227:4;1264:2,Mega Kangaskhan ex,Mega Kangaskhan ex
40fa447486e93faf,1:13;11:4;14:4;18:4;96:2;344:4;345:4;1086:4;1097:1;1147:4;1159:1;1197:4;1212:4;1227:4;1235:3,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
4164643d1cfb5694,1:4;2:8;18:4;344:4;345:4;352:4;353:4;354:4;1079:2;1121:3;1147:2;1152:2;1159:1;1182:4;1192:2;1215:4;1227:4,UNLABELED_CLUSTER_17,Crustle / Dwebble / Ethan's Cyndaquil / Ethan's Quilava / Ethan's Typhlosion
41e645122e9d59c6,5:2;13:1;19:4;66:3;140:1;305:3;741:4;742:4;743:3;1079:3;1081:2;1086:4;1097:1;1129:1;1152:4;1156:2;1174:1;1182:3;1184:2;1225:4;1231:4;1266:4,Fezandipiti ex,Fezandipiti ex
424b6ebe66ea61f8,7:9;141:1;257:1;258:1;292:4;293:4;303:2;848:1;849:1;906:1;1086:4;1097:2;1113:4;1121:3;1137:1;1152:4;1159:1;1182:3;1197:1;1205:3;1213:2;1227:4;1253:2;1256:1,Mega Lopunny ex,Mega Lopunny ex
429baecf852e7cb3,5:3;13:1;19:4;66:3;140:1;305:3;741:4;742:4;743:3;1079:3;1081:4;1086:4;1097:1;1129:1;1146:1;1152:4;1182:3;1184:1;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
42c823200429ac49,1:8;42:3;88:3;89:4;90:4;92:1;93:4;343:1;1080:1;1086:4;1094:4;1097:2;1129:1;1152:4;1175:1;1182:1;1210:1;1211:1;1225:4;1227:4;1245:4,UNLABELED_CLUSTER_33,Applin / Dipplin / Grookey / Shaymin / Thwackey / Volbeat
433c63791dfad146,5:2;13:1;19:4;65:3;66:3;109:4;140:1;343:1;742:4;743:3;858:1;1079:3;1081:2;1086:4;1097:1;1129:1;1146:1;1152:4;1182:3;1184:1;1186:1;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
438ae9574c66cf2b,1:1;11:4;14:2;18:4;20:4;117:2;344:4;345:3;756:3;1086:3;1120:3;1122:3;1147:4;1159:1;1187:3;1197:3;1212:1;1225:4;1227:4;1264:4,Mega Kangaskhan ex,Mega Kangaskhan ex
43a84eaf17fde18d,5:1;13:1;19:4;66:3;140:1;305:3;343:1;741:4;742:4;743:3;1079:4;1081:4;1086:4;1097:1;1129:1;1137:1;1152:4;1182:3;1184:1;1197:2;1225:4;1231:4;1266:2,Fezandipiti ex,Fezandipiti ex
449ba799a24fb205,3:6;7:2;66:2;112:2;305:2;414:1;506:4;1081:3;1086:1;1097:1;1119:2;1120:4;1122:4;1137:1;1152:4;1166:4;1182:2;1184:2;1194:1;1197:1;1219:4;1227:4;1247:1;1264:2,UNLABELED_CLUSTER_25,Cubchoo / Dudunsparce / Dunsparce / Munkidori / Team Rocket's Articuno
450b46f82d284492,1:13;92:2;93:2;96:4;140:1;150:2;709:2;710:2;917:2;920:2;1071:2;1080:1;1094:4;1097:2;1121:4;1152:3;1182:2;1184:1;1227:4;1231:1;1261:4,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
4511e2f8da72f777,3:8;6:1;117:1;414:1;666:2;860:3;861:3;1030:3;1031:3;1086:4;1121:3;1122:3;1145:3;1159:1;1182:2;1189:1;1197:2;1224:1;1225:3;1227:4;1229:4;1262:4,UNLABELED_CLUSTER_12,Cornerstone Mask Ogerpon ex / Mega Froslass ex / Mega Starmie ex
452f97ef2f4d3154,3:3;11:4;13:1;66:4;174:1;305:4;848:2;849:2;860:2;861:2;1086:4;1087:2;1097:1;1121:4;1122:1;1145:1;1152:4;1174:3;1182:2;1225:3;1227:4;1229:4;1264:2,Mega Lopunny ex,Mega Lopunny ex
45ba6b3928b96ea0,1:8;15:4;400:4;401:4;414:2;431:2;434:2;1086:1;1094:4;1097:2;1121:1;1134:4;1152:4;1159:1;1175:2;1216:4;1218:2;1219:1;1220:2;1227:2;1252:1;1257:3,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
45d76ffee028359f,1:6;89:4;90:4;91:1;93:4;100:1;140:1;149:4;235:1;1080:1;1086:4;1094:4;1097:1;1129:1;1152:4;1175:2;1182:2;1184:2;1211:1;1213:3;1225:1;1227:4;1245:4,Fezandipiti ex,Fezandipiti ex
45e8cc6322697f80,3:9;860:3;861:3;1030:3;1031:3;1077:3;1086:4;1087:1;1097:2;1145:3;1152:3;1159:1;1182:2;1189:2;1197:2;1224:2;1225:3;1227:4;1229:3;1262:4,UNLABELED_CLUSTER_07,Mega Froslass ex / Mega Starmie ex
4687026fcbc2d0cb,1:6;89:4;90:4;92:4;93:4;100:1;240:1;343:1;1086:4;1092:1;1094:4;1097:2;1152:4;1174:2;1175:2;1182:2;1184:1;1191:2;1202:1;1227:4;1231:2;1245:4,UNLABELED_CLUSTER_27,Applin / Dipplin / Goldeen / Grookey / Seaking / Shaymin / Thwackey
46b184ae9968549d,7:9;104:2;112:4;235:1;646:4;647:2;648:3;649:1;860:2;1079:4;1080:1;1086:4;1097:2;1122:2;1152:4;1174:1;1182:2;1219:4;1227:4;1259:4,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex
46becdc8f8899835,5:3;13:1;19:4;66:4;140:1;305:4;741:4;742:4;743:4;1079:4;1081:4;1086:4;1129:1;1152:4;1182:2;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
46e13a8eb7e183af,8:13;57:1;169:4;190:4;666:4;1097:4;1121:4;1122:4;1147:3;1152:4;1159:1;1185:4;1197:2;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
478924c6d1995606,3:9;17:4;131:2;132:2;133:2;1030:4;1031:3;1086:4;1121:4;1122:3;1152:4;1167:1;1192:3;1213:3;1225:4;1227:4;1229:4,UNLABELED_CLUSTER_03,Mega Starmie ex
47e257e33ef5f5a6,1:7;89:4;90:3;92:4;93:4;1080:1;1086:4;1094:4;1097:2;1122:4;1123:2;1129:1;1152:4;1174:1;1175:1;1184:1;1213:4;1227:4;1231:1;1245:4,UNLABELED_CLUSTER_41,Applin / Dipplin / Grookey / Thwackey
48462cea7bb2adca,5:2;13:1;19:3;66:3;142:1;305:4;343:1;741:4;742:4;743:4;858:1;1079:3;1086:4;1097:1;1129:1;1146:1;1152:4;1156:4;1182:3;1184:1;1225:4;1231:3;1264:3,UNLABELED_CLUSTER_49,Abra / Alakazam / Dudunsparce / Dunsparce / Genesect / Kadabra / Psyduck / Shaymin
48ce6cc5310e298f,8:12;57:1;169:4;190:4;666:4;1087:1;1097:4;1121:4;1122:4;1147:2;1152:4;1159:1;1182:3;1185:4;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
48d55595933d4482,5:4;19:4;66:3;140:1;174:1;305:3;343:2;741:4;742:4;743:4;1079:3;1081:2;1086:3;1097:2;1104:1;1129:1;1152:4;1156:1;1174:1;1182:2;1197:2;1225:3;1231:4;1266:1,Fezandipiti ex,Fezandipiti ex
48dcbf6680fdded7,11:4;19:4;66:3;304:2;305:3;311:2;878:4;879:3;1086:4;1115:4;1122:3;1123:1;1152:4;1171:4;1182:3;1194:3;1227:4;1247:1;1255:4,UNLABELED_CLUSTER_22,Dudunsparce / Dunsparce / Hop's Phantump / Hop's Trevenant / Hop’s Cramorant / Hop’s Snorlax
48dd52a2dbec2f58,1:27;96:4;848:4;849:4;1121:4;1127:4;1159:1;1205:4;1210:4;1231:4,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
4911d251036bbddc,3:34;721:2;722:4;723:4;1121:4;1126:1;1192:4;1227:4;1262:3,Mega Abomasnow ex,Mega Abomasnow ex
4941578511f48d1e,8:13;169:4;190:4;666:4;1097:4;1121:4;1122:4;1147:3;1152:4;1159:1;1182:1;1185:4;1197:2;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
495b41c6bf629ba8,3:8;6:1;117:1;666:2;860:3;861:3;1030:3;1031:3;1086:4;1087:2;1121:2;1122:3;1145:3;1159:1;1182:2;1197:2;1224:2;1225:3;1227:4;1229:4;1262:4,UNLABELED_CLUSTER_12,Cornerstone Mask Ogerpon ex / Mega Froslass ex / Mega Starmie ex
49c73af4f8ad03d9,5:3;13:1;19:4;66:3;305:4;591:1;741:4;742:4;743:4;1079:4;1081:3;1086:4;1097:1;1129:1;1152:4;1182:3;1184:1;1197:3;1225:4;1231:4,UNLABELED_CLUSTER_67,Abra / Alakazam / Dudunsparce / Dunsparce / Kadabra / Sigilyph
49d41435c571ef3d,5:2;19:4;66:1;140:1;142:2;305:3;343:1;741:4;742:3;743:3;858:1;1079:3;1081:3;1086:3;1097:3;1129:1;1152:4;1156:3;1182:1;1184:3;1224:1;1225:3;1231:4;1264:3,Fezandipiti ex,Fezandipiti ex
4a12527f6d92c9a2,8:11;57:1;169:4;190:4;666:4;1097:3;1121:4;1122:4;1147:4;1152:4;1159:1;1182:3;1185:4;1197:2;1227:4;1244:3,UNLABELED_CLUSTER_02,Archaludon ex
4a256a933ac66a7b,6:14;673:2;674:2;675:2;676:3;677:4;678:4;1102:4;1123:2;1141:4;1142:4;1152:2;1159:1;1182:3;1192:4;1227:4;1252:1,Mega Lucario ex,Mega Lucario ex
4a4bdaa4cc799960,2:5;5:4;119:4;120:4;121:3;140:1;184:1;235:2;318:1;1079:2;1080:1;1086:4;1097:2;1120:3;1121:4;1123:1;1152:3;1156:1;1182:3;1198:4;1210:2;1227:4;1256:1,Dragapult ex,Dragapult ex
4a4c8fdc31bc148f,8:11;57:1;169:4;190:4;666:4;1087:1;1097:3;1121:4;1122:4;1147:4;1152:4;1159:1;1182:1;1185:4;1197:1;1213:1;1227:4;1244:4,UNLABELED_CLUSTER_02,Archaludon ex
4ae75c6f572cbf5a,1:18;18:2;96:4;1094:4;1118:2;1119:4;1122:4;1127:2;1137:1;1147:2;1159:1;1182:4;1201:1;1213:4;1223:1;1227:4;1251:2,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
4c5a6821e863e617,1:1;11:4;14:3;18:4;20:2;117:1;344:4;345:3;756:2;1086:2;1121:3;1122:4;1123:1;1147:4;1159:1;1182:4;1187:1;1194:2;1197:1;1212:1;1219:4;1225:2;1227:4;1242:1;1257:1,Mega Kangaskhan ex,Mega Kangaskhan ex
4c938c6bf506dfd6,3:6;7:3;112:3;506:4;1081:4;1086:1;1097:1;1119:3;1120:3;1122:4;1137:1;1152:4;1166:4;1182:2;1184:2;1194:1;1197:1;1219:4;1227:4;1247:1;1256:1;1264:3,UNLABELED_CLUSTER_50,Cubchoo / Munkidori
4d503cd6c360c028,1:9;15:4;400:4;401:4;414:2;431:2;434:2;1094:3;1116:1;1121:1;1134:4;1152:4;1159:1;1175:1;1216:4;1217:1;1218:3;1220:4;1227:3;1257:3,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex
4fa2d13d3f52f835,5:2;13:1;19:4;66:2;140:1;305:3;741:4;742:4;743:4;1079:3;1081:3;1086:4;1097:3;1129:1;1152:4;1182:3;1184:1;1197:4;1225:4;1231:4;1266:1,Fezandipiti ex,Fezandipiti ex
50bffd8b08d6667c,3:7;17:4;666:4;1030:3;1031:4;1086:4;1097:1;1118:1;1119:4;1121:2;1122:4;1145:2;1159:1;1182:1;1189:4;1213:2;1227:4;1229:4;1260:4,UNLABELED_CLUSTER_03,Mega Starmie ex
50f4fed941e7bd61,1:8;42:2;89:4;90:4;92:2;93:4;655:4;1086:4;1094:4;1097:1;1102:1;1129:1;1152:4;1155:1;1182:2;1197:3;1225:3;1227:4;1245:4,UNLABELED_CLUSTER_26,Applin / Celebi / Dipplin / Grookey / Thwackey
51b56fb88dab93cf,1:14;96:4;650:4;651:4;652:3;920:1;1080:1;1094:4;1102:4;1122:4;1182:2;1187:2;1197:1;1227:4;1229:4;1261:4,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex
52bf12478558b725,5:2;13:1;19:4;66:2;140:1;142:1;305:3;343:1;741:4;742:4;743:3;858:1;1079:3;1081:3;1086:4;1097:1;1129:1;1152:4;1156:3;1182:2;1225:4;1231:4;1264:4,Fezandipiti ex,Fezandipiti ex
5386aba595f8d879,2:3;5:3;7:2;112:2;119:4;120:4;121:3;131:2;132:2;133:1;140:1;235:1;343:1;791:1;1071:1;1079:3;1080:1;1086:4;1097:2;1121:4;1152:4;1182:2;1198:2;1227:4;1240:1;1256:2,Dragapult ex,Dragapult ex
5391bfeaeabddaaa,3:3;11:4;13:1;66:4;174:1;305:4;414:1;848:3;849:3;1086:4;1121:4;1122:4;1152:4;1174:3;1182:2;1225:4;1227:4;1229:4;1266:3,Mega Lopunny ex,Mega Lopunny ex
53f420cb63036c6b,5:2;13:1;19:4;65:4;66:4;140:1;741:4;742:4;743:4;1079:3;1081:3;1086:4;1097:2;1129:1;1146:1;1152:4;1182:3;1184:1;1225:4;1231:4;1264:2,Fezandipiti ex,Fezandipiti ex
