deck_hash,label,cluster_id,games,share_pct,wins,losses,win_rate,wilson_lo,wilson_hi,first_player_win_rate,second_player_win_rate,avg_player_rating_inferred,avg_opponent_rating_inferred,avg_game_length,confidence
fb8f0ed22caee7b4,UNLABELED,UNLABELED_CLUSTER_04,4,0.057,2,2,0.5,0.15,0.85,0.6667,0.0,1013.9,1105.8,151.2,INSUFFICIENT
c24bf0ab54319e9f,UNLABELED,UNLABELED_CLUSTER_18,4,0.057,1,3,0.25,0.0456,0.6994,0.0,0.3333,1139.6,1065.7,104.8,INSUFFICIENT
c2b584b6ca73cc31,Dragapult ex,Dragapult ex,4,0.057,3,1,0.75,0.3006,0.9544,1.0,0.6667,1011.2,1056.7,196.2,INSUFFICIENT
50f4fed941e7bd61,UNLABELED,UNLABELED_CLUSTER_26,4,0.057,1,3,0.25,0.0456,0.6994,0.25,,1090.2,1115.7,113.2,INSUFFICIENT
587e178e82ddbea5,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,4,0.057,1,3,0.25,0.0456,0.6994,0.25,,1001.9,1043.5,166.0,INSUFFICIENT
d11306618e7ece62,Mega Kangaskhan ex,Mega Kangaskhan ex,4,0.057,1,3,0.25,0.0456,0.6994,0.5,0.0,1018.3,1056.6,162.8,INSUFFICIENT
d47d8a3b679e2d6f,Dragapult ex,Dragapult ex,4,0.057,0,4,0.0,0.0,0.4899,0.0,,1061.1,1095.7,214.8,INSUFFICIENT
a38180053506b20f,UNLABELED,UNLABELED_CLUSTER_01,4,0.057,4,0,1.0,0.5101,1.0,1.0,,1027.1,1082.7,173.2,INSUFFICIENT
b5d70706436c5264,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,4,0.057,1,3,0.25,0.0456,0.6994,1.0,0.0,1135.0,1078.9,142.8,INSUFFICIENT
6549b75f119a0b62,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,4,0.057,3,1,0.75,0.3006,0.9544,0.6667,1.0,989.0,1028.1,182.5,INSUFFICIENT
a77981dc1b5cc27c,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,4,0.057,2,2,0.5,0.15,0.85,1.0,0.3333,1018.4,1017.6,167.8,INSUFFICIENT
31235eddd9aefebc,UNLABELED,UNLABELED_CLUSTER_01,4,0.057,3,1,0.75,0.3006,0.9544,0.5,1.0,1137.8,1066.1,128.5,INSUFFICIENT
b13b062a5e20bcf3,Cynthia's Garchomp ex,Cynthia's Garchomp ex,4,0.057,1,3,0.25,0.0456,0.6994,0.0,0.5,1070.8,1076.5,155.8,INSUFFICIENT
8da9c9d12374effd,Fezandipiti ex,Fezandipiti ex,4,0.057,1,3,0.25,0.0456,0.6994,0.5,0.0,1116.5,1080.1,136.2,INSUFFICIENT
9c8099036f7d7f16,UNLABELED,UNLABELED_CLUSTER_11,4,0.057,3,1,0.75,0.3006,0.9544,0.6667,1.0,1182.4,1161.7,129.8,INSUFFICIENT
7f16d36ae4847ce5,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,4,0.057,2,2,0.5,0.15,0.85,,0.5,1061.7,1045.4,166.8,INSUFFICIENT
0bf953f8612d58ea,UNLABELED,UNLABELED_CLUSTER_19,4,0.057,3,1,0.75,0.3006,0.9544,1.0,0.6667,1025.1,1045.2,128.0,INSUFFICIENT
7436a436fd90a94d,UNLABELED,UNLABELED_CLUSTER_23,4,0.057,4,0,1.0,0.5101,1.0,1.0,1.0,1139.8,1119.7,161.5,INSUFFICIENT
8945c20fc38af9f1,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,4,0.057,3,1,0.75,0.3006,0.9544,0.6667,1.0,1059.0,1071.0,134.8,INSUFFICIENT
88739802da194717,Fezandipiti ex,Fezandipiti ex,4,0.057,2,2,0.5,0.15,0.85,0.3333,1.0,1150.4,1111.3,151.8,INSUFFICIENT
8ce08ead92022fde,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,4,0.057,1,3,0.25,0.0456,0.6994,0.0,0.3333,1111.7,1053.7,154.5,INSUFFICIENT
8c6a91def4dd5f6c,Mega Kangaskhan ex,Mega Kangaskhan ex,4,0.057,3,1,0.75,0.3006,0.9544,1.0,0.5,1171.2,1155.1,112.0,INSUFFICIENT
902b00d2b6f713c2,UNLABELED,UNLABELED_CLUSTER_01,4,0.057,2,2,0.5,0.15,0.85,0.5,0.5,1122.6,1050.3,167.0,INSUFFICIENT
b8e2515051817ff7,UNLABELED,UNLABELED_CLUSTER_21,4,0.057,2,2,0.5,0.15,0.85,0.6667,0.0,1126.6,1121.3,148.5,INSUFFICIENT
c8c8ca4e003ab163,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,4,0.057,1,3,0.25,0.0456,0.6994,,0.25,1137.4,1061.6,150.5,INSUFFICIENT
6320e3b35bf45d3c,Mega Lopunny ex,Mega Lopunny ex,4,0.057,0,4,0.0,0.0,0.4899,,0.0,1084.1,1062.6,161.0,INSUFFICIENT
6384bf64d82fbece,UNLABELED,UNLABELED_CLUSTER_04,4,0.057,2,2,0.5,0.15,0.85,1.0,0.3333,1027.9,1067.5,178.5,INSUFFICIENT
45d76ffee028359f,Fezandipiti ex,Fezandipiti ex,3,0.043,1,2,0.3333,0.0615,0.7923,1.0,0.0,1061.9,1091.8,166.0,INSUFFICIENT
45ba6b3928b96ea0,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,3,0.043,1,2,0.3333,0.0615,0.7923,0.5,0.0,1144.4,1110.9,166.7,INSUFFICIENT
da98983292e95622,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,3,0.043,2,1,0.6667,0.2077,0.9385,0.6667,,1003.0,1039.3,160.7,INSUFFICIENT
e3d8207f64216ae8,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,3,0.043,1,2,0.3333,0.0615,0.7923,0.5,0.0,1042.9,1091.1,189.3,INSUFFICIENT
da71c738ef47665c,Cynthia's Garchomp ex,Cynthia's Garchomp ex,3,0.043,3,0,1.0,0.4385,1.0,1.0,,1123.7,1110.0,124.3,INSUFFICIENT
0f8ded0dab3abdd6,UNLABELED,UNLABELED_CLUSTER_02,3,0.043,0,3,0.0,0.0,0.5615,0.0,0.0,1192.7,1178.2,138.7,INSUFFICIENT
fd97aba1b0111c21,UNLABELED,UNLABELED_CLUSTER_08,3,0.043,3,0,1.0,0.4385,1.0,1.0,1.0,1069.0,1103.5,132.3,INSUFFICIENT
0b80f6a47f968786,Fezandipiti ex,Fezandipiti ex,3,0.043,0,3,0.0,0.0,0.5615,0.0,0.0,1023.8,1109.6,134.3,INSUFFICIENT
f9b67c5efbba736e,UNLABELED,UNLABELED_CLUSTER_01,3,0.043,2,1,0.6667,0.2077,0.9385,0.6667,,1146.0,1176.8,113.0,INSUFFICIENT
48dcbf6680fdded7,UNLABELED,UNLABELED_CLUSTER_22,3,0.043,3,0,1.0,0.4385,1.0,1.0,1.0,1126.6,1114.0,137.7,INSUFFICIENT
07d37d40a18e4197,UNLABELED,UNLABELED_CLUSTER_31,3,0.043,2,1,0.6667,0.2077,0.9385,1.0,0.5,1094.2,1067.1,180.3,INSUFFICIENT
efd433b04c8c2099,Mega Lopunny ex,Mega Lopunny ex,3,0.043,1,2,0.3333,0.0615,0.7923,0.5,0.0,1068.2,1116.0,123.0,INSUFFICIENT
875223feb861ca74,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,3,0.043,2,1,0.6667,0.2077,0.9385,,0.6667,1040.8,1066.8,142.3,INSUFFICIENT
a08c00547af63ae9,Fezandipiti ex,Fezandipiti ex,3,0.043,2,1,0.6667,0.2077,0.9385,0.6667,,1159.2,1151.2,149.3,INSUFFICIENT
2fa84cd9495ec752,UNLABELED,UNLABELED_CLUSTER_01,3,0.043,1,2,0.3333,0.0615,0.7923,1.0,0.0,1049.1,1085.3,150.3,INSUFFICIENT
7800c70ef460208a,Mega Lucario ex,Mega Lucario ex,3,0.043,1,2,0.3333,0.0615,0.7923,0.0,1.0,1026.7,1103.6,152.3,INSUFFICIENT
71774939c0095e11,Mega Lopunny ex,Mega Lopunny ex,3,0.043,3,0,1.0,0.4385,1.0,1.0,1.0,1026.9,1116.3,153.3,INSUFFICIENT
633a6e693834e6a7,UNLABELED,UNLABELED_CLUSTER_05,3,0.043,1,2,0.3333,0.0615,0.7923,0.5,0.0,1090.5,1084.1,119.7,INSUFFICIENT
b3043b6d5221e93a,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,3,0.043,2,1,0.6667,0.2077,0.9385,,0.6667,1105.2,1062.8,188.7,INSUFFICIENT
842972d3b3962877,Mega Kangaskhan ex,Mega Kangaskhan ex,3,0.043,1,2,0.3333,0.0615,0.7923,1.0,0.0,1224.5,1145.9,129.7,INSUFFICIENT
7e52672c91577618,UNLABELED,UNLABELED_CLUSTER_21,3,0.043,2,1,0.6667,0.2077,0.9385,1.0,0.5,1112.4,1068.8,105.7,INSUFFICIENT
f4f9e0b2dfde5a5c,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,3,0.043,3,0,1.0,0.4385,1.0,1.0,,1048.9,1093.7,192.0,INSUFFICIENT
04ecfe41e2898127,UNLABELED,UNLABELED_CLUSTER_01,3,0.043,3,0,1.0,0.4385,1.0,1.0,1.0,1162.4,1134.9,142.0,INSUFFICIENT
0b99dec21056b2f3,UNLABELED,UNLABELED_CLUSTER_05,3,0.043,2,1,0.6667,0.2077,0.9385,1.0,0.5,1049.1,1013.0,180.7,INSUFFICIENT
74338cad5e6dbc8b,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,3,0.043,2,1,0.6667,0.2077,0.9385,0.5,1.0,1057.6,1091.8,138.3,INSUFFICIENT
f459fe7a54523885,UNLABELED,UNLABELED_CLUSTER_09,3,0.043,1,2,0.3333,0.0615,0.7923,0.0,1.0,1042.2,1082.6,144.7,INSUFFICIENT
74c27650b18b57e3,UNLABELED,UNLABELED_CLUSTER_01,3,0.043,1,2,0.3333,0.0615,0.7923,0.0,0.5,1084.3,1073.7,190.0,INSUFFICIENT
7465611391547243,Dragapult ex,Dragapult ex,3,0.043,2,1,0.6667,0.2077,0.9385,1.0,0.5,1073.7,1041.7,124.0,INSUFFICIENT
54454f5d1343798a,Fezandipiti ex,Fezandipiti ex,3,0.043,0,3,0.0,0.0,0.5615,0.0,0.0,1066.2,1141.3,192.3,INSUFFICIENT
14833e9b4c2389a3,Fezandipiti ex,Fezandipiti ex,3,0.043,1,2,0.3333,0.0615,0.7923,,0.3333,973.8,1034.2,149.3,INSUFFICIENT
c51189f519cd1c07,UNLABELED,UNLABELED_CLUSTER_28,3,0.043,0,3,0.0,0.0,0.5615,0.0,0.0,1063.3,1071.5,131.7,INSUFFICIENT
65c1c1667f96d6d8,Cynthia's Garchomp ex,Cynthia's Garchomp ex,3,0.043,2,1,0.6667,0.2077,0.9385,1.0,0.5,1139.5,1111.0,175.0,INSUFFICIENT
b7fe4794b7f5835b,Cynthia's Garchomp ex,Cynthia's Garchomp ex,3,0.043,1,2,0.3333,0.0615,0.7923,0.0,1.0,1047.3,1075.9,144.0,INSUFFICIENT
1b63cff39ca1b990,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,3,0.043,2,1,0.6667,0.2077,0.9385,0.5,1.0,986.6,1026.8,126.0,INSUFFICIENT
664b36fb6a71c47d,UNLABELED,UNLABELED_CLUSTER_02,3,0.043,2,1,0.6667,0.2077,0.9385,,0.6667,1092.9,1089.0,216.0,INSUFFICIENT
17d163ba9b2ec58c,UNLABELED,UNLABELED_CLUSTER_30,3,0.043,0,3,0.0,0.0,0.5615,0.0,,1112.4,1145.7,171.0,INSUFFICIENT
54a81ccb36ebe329,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,3,0.043,3,0,1.0,0.4385,1.0,1.0,1.0,1083.6,1092.3,125.3,INSUFFICIENT
45e8cc6322697f80,UNLABELED,UNLABELED_CLUSTER_07,3,0.043,0,3,0.0,0.0,0.5615,0.0,0.0,1096.7,1089.2,94.3,INSUFFICIENT
1d0dee049c97c9e7,UNLABELED,UNLABELED_CLUSTER_27,3,0.043,3,0,1.0,0.4385,1.0,1.0,1.0,1137.8,1076.2,101.7,INSUFFICIENT
08243e2321f0e11e,Mega Lucario ex,Mega Lucario ex,2,0.029,0,2,0.0,0.0,0.6576,,0.0,1064.9,1072.2,144.5,INSUFFICIENT
e4af24fa5d0d619b,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,,1028.8,1092.0,150.0,INSUFFICIENT
ecf06b29e2a9ff12,UNLABELED,UNLABELED_CLUSTER_32,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,980.7,989.5,124.0,INSUFFICIENT
433c63791dfad146,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,982.6,1115.2,134.5,INSUFFICIENT
42c823200429ac49,UNLABELED,UNLABELED_CLUSTER_33,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1019.7,1006.2,132.5,INSUFFICIENT
d5e2e6b068b45bf0,UNLABELED,UNLABELED_CLUSTER_37,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1032.0,1055.8,217.0,INSUFFICIENT
d60bd450662912be,Dragapult ex,Dragapult ex,2,0.029,0,2,0.0,0.0,0.6576,,0.0,1002.2,1005.0,195.0,INSUFFICIENT
d7c3cf38cf288455,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1160.3,1110.1,244.0,INSUFFICIENT
d97004b63104f708,UNLABELED,UNLABELED_CLUSTER_02,2,0.029,2,0,1.0,0.3424,1.0,,1.0,1094.7,1054.2,125.5,INSUFFICIENT
0e8ba7dfa2b3a1b7,UNLABELED,UNLABELED_CLUSTER_12,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1023.3,984.7,122.5,INSUFFICIENT
dbd9c475e049b908,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1034.7,1031.7,118.5,INSUFFICIENT
db7e43390449b177,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1033.7,1059.5,183.5,INSUFFICIENT
1461973842ae99c3,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,878.1,839.0,132.5,INSUFFICIENT
e359a7f47a4cb94a,Fezandipiti ex,Fezandipiti ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,965.5,1020.7,189.5,INSUFFICIENT
e6c8c8b46da53cae,UNLABELED,UNLABELED_CLUSTER_40,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1119.7,1107.6,173.5,INSUFFICIENT
e4465735c1f698e2,Dragapult ex,Dragapult ex,2,0.029,0,2,0.0,0.0,0.6576,,0.0,621.9,773.7,87.5,INSUFFICIENT
4941578511f48d1e,UNLABELED,UNLABELED_CLUSTER_02,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1035.7,1084.9,158.5,INSUFFICIENT
48ce6cc5310e298f,UNLABELED,UNLABELED_CLUSTER_02,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1078.3,1032.1,104.0,INSUFFICIENT
47e257e33ef5f5a6,UNLABELED,UNLABELED_CLUSTER_41,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1010.5,1055.4,112.5,INSUFFICIENT
46becdc8f8899835,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1077.8,1045.2,178.5,INSUFFICIENT
4687026fcbc2d0cb,UNLABELED,UNLABELED_CLUSTER_27,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,946.6,1031.4,178.5,INSUFFICIENT
429baecf852e7cb3,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1082.9,1057.6,119.5,INSUFFICIENT
424b6ebe66ea61f8,Mega Lopunny ex,Mega Lopunny ex,2,0.029,1,1,0.5,0.0945,0.9055,0.0,1.0,1032.9,1069.0,193.5,INSUFFICIENT
e7e6ae056098df1c,UNLABELED,UNLABELED_CLUSTER_03,2,0.029,2,0,1.0,0.3424,1.0,,1.0,1000.0,1048.5,113.0,INSUFFICIENT
e986f2371864e201,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,2,0.029,1,1,0.5,0.0945,0.9055,0.0,1.0,1055.4,1062.3,162.0,INSUFFICIENT
c1dbf7dfcca53308,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1016.4,1050.4,179.5,INSUFFICIENT
c4401e2db5bd7036,Dragapult ex,Dragapult ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1144.8,1090.7,169.0,INSUFFICIENT
5391bfeaeabddaaa,Mega Lopunny ex,Mega Lopunny ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1001.3,996.1,177.0,INSUFFICIENT
be1ffbbc6c01f2c1,Mega Kangaskhan ex,Mega Kangaskhan ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,989.5,1037.0,231.0,INSUFFICIENT
5b0df51eb3e5dafa,Cynthia's Garchomp ex,Cynthia's Garchomp ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1128.3,1044.2,174.5,INSUFFICIENT
5c3b250ebbd0471c,UNLABELED,UNLABELED_CLUSTER_01,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1094.7,1064.6,203.5,INSUFFICIENT
6143634cde029e33,UNLABELED,UNLABELED_CLUSTER_06,2,0.029,2,0,1.0,0.3424,1.0,,1.0,782.8,867.9,121.0,INSUFFICIENT
55a418e3d6a8787d,UNLABELED,UNLABELED_CLUSTER_42,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1002.2,1050.4,167.5,INSUFFICIENT
cd20dc40ab299bd9,UNLABELED,UNLABELED_CLUSTER_46,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,958.4,1017.9,160.0,INSUFFICIENT
d5466d070c71fde7,Mega Lucario ex,Mega Lucario ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,983.5,1004.4,217.0,INSUFFICIENT
d562e376a3d71d6b,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,937.5,1048.7,164.5,INSUFFICIENT
d598b9166f5f51ae,Fezandipiti ex,Fezandipiti ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1022.5,1104.3,162.0,INSUFFICIENT
a6441a73d162c977,UNLABELED,UNLABELED_CLUSTER_07,2,0.029,1,1,0.5,0.0945,0.9055,0.0,1.0,959.9,1039.9,119.0,INSUFFICIENT
a75a8d5778834ad9,UNLABELED,UNLABELED_CLUSTER_39,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1088.1,1100.7,134.5,INSUFFICIENT
a847f32547a773fd,UNLABELED,UNLABELED_CLUSTER_05,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1168.2,1163.0,106.0,INSUFFICIENT
a7ecb399eff72c6a,UNLABELED,UNLABELED_CLUSTER_01,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1104.8,1126.3,124.5,INSUFFICIENT
ac5c7f212a5dd251,UNLABELED,UNLABELED_CLUSTER_02,2,0.029,0,2,0.0,0.0,0.6576,,0.0,1038.9,1092.5,123.5,INSUFFICIENT
ac9855a643a150ea,UNLABELED,UNLABELED_CLUSTER_12,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1077.7,1121.6,117.0,INSUFFICIENT
b41dab6a922e3a11,Fezandipiti ex,Fezandipiti ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1118.0,1080.1,211.0,INSUFFICIENT
b034cc9d268c1961,UNLABELED,UNLABELED_CLUSTER_12,2,0.029,1,1,0.5,0.0945,0.9055,0.0,1.0,1050.1,1093.1,191.5,INSUFFICIENT
b42b2ee66670b06f,UNLABELED,UNLABELED_CLUSTER_34,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1016.8,1108.5,131.0,INSUFFICIENT
200d57a432545513,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,972.9,1031.1,180.5,INSUFFICIENT
b943fd9e7cc70064,Mega Kangaskhan ex,Mega Kangaskhan ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1104.7,1091.4,156.5,INSUFFICIENT
b9d645da110e5c06,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,0.0,1.0,1002.3,1053.6,181.5,INSUFFICIENT
b4b5a378368fad61,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1087.3,1116.0,149.0,INSUFFICIENT
b7308eebc0b485e6,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,2,0.029,1,1,0.5,0.0945,0.9055,0.0,1.0,1055.1,1106.9,199.5,INSUFFICIENT
1a0c457584213a4b,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1024.8,1002.0,112.5,INSUFFICIENT
69b44e61ab6725cf,UNLABELED,UNLABELED_CLUSTER_07,2,0.029,0,2,0.0,0.0,0.6576,,0.0,1101.6,1084.7,136.0,INSUFFICIENT
20ba66c22462a120,UNLABELED,UNLABELED_CLUSTER_06,2,0.029,2,0,1.0,0.3424,1.0,1.0,,985.5,996.1,42.0,INSUFFICIENT
1659ede5d05ada54,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,842.1,887.5,129.5,INSUFFICIENT
19e9a6845fd135a0,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1050.9,1126.3,131.0,INSUFFICIENT
18b76759876ddefa,UNLABELED,UNLABELED_CLUSTER_10,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,999.8,986.0,140.0,INSUFFICIENT
cc30dfc61693132d,UNLABELED,UNLABELED_CLUSTER_45,2,0.029,2,0,1.0,0.3424,1.0,1.0,,1015.2,1084.4,109.5,INSUFFICIENT
d263d4de37a37f2b,Fezandipiti ex,Fezandipiti ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,,1075.6,1091.0,141.0,INSUFFICIENT
d1582f2a04774329,Dragapult ex,Dragapult ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,958.5,1031.9,204.5,INSUFFICIENT
53f420cb63036c6b,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1085.9,1028.1,168.5,INSUFFICIENT
3da418017b237a5f,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1042.5,1054.4,156.0,INSUFFICIENT
9e2749ec691d6925,Dragapult ex,Dragapult ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1007.2,1007.0,215.5,INSUFFICIENT
9d6219ef6950f794,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,,1003.5,1078.4,115.5,INSUFFICIENT
a61ad8dc4eb8b1d6,UNLABELED,UNLABELED_CLUSTER_01,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1097.9,1047.1,201.0,INSUFFICIENT
a2a92c0b83d4b6c5,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,,1093.6,1067.7,151.5,INSUFFICIENT
6dda26bc0a584b26,Mega Kangaskhan ex,Mega Kangaskhan ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1126.7,1101.0,165.0,INSUFFICIENT
2dc0367808ff9740,UNLABELED,UNLABELED_CLUSTER_44,2,0.029,0,2,0.0,0.0,0.6576,,0.0,1043.8,1128.9,164.0,INSUFFICIENT
30d909f08c1a652e,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,,1089.7,1160.0,147.0,INSUFFICIENT
2d0a90fa804b68f1,Dragapult ex,Dragapult ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1031.3,1065.2,174.0,INSUFFICIENT
898f15c46cf94538,Mega Lucario ex,Mega Lucario ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1027.6,1075.4,127.0,INSUFFICIENT
8d8af3b7021430ef,UNLABELED,UNLABELED_CLUSTER_01,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1054.6,1073.3,182.5,INSUFFICIENT
975a7d1f164387d5,UNLABELED,UNLABELED_CLUSTER_43,2,0.029,0,2,0.0,0.0,0.6576,,0.0,1014.8,1123.3,188.5,INSUFFICIENT
95af6e29bfb80f8c,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1017.9,1037.9,147.0,INSUFFICIENT
93554da5c89db39a,Mega Kangaskhan ex,Mega Kangaskhan ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1112.1,1109.2,195.5,INSUFFICIENT
9043e889671bc0f6,UNLABELED,UNLABELED_CLUSTER_12,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1143.8,1088.0,134.0,INSUFFICIENT
8f4c6902beadfd10,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,633.1,765.7,153.0,INSUFFICIENT
9a800fb2e1b7d966,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1074.1,1118.3,156.0,INSUFFICIENT
95cf523ef7febb46,Mega Lucario ex,Mega Lucario ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,,943.0,942.0,128.0,INSUFFICIENT
22d3f669e8184599,UNLABELED,UNLABELED_CLUSTER_02,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,1185.3,1136.2,146.5,INSUFFICIENT
a1e9ec76aecc4e58,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex,2,0.029,2,0,1.0,0.3424,1.0,1.0,1.0,1059.5,1102.6,161.0,INSUFFICIENT
70bab7cb8c68f6d0,Mega Abomasnow ex,Mega Abomasnow ex,2,0.029,0,2,0.0,0.0,0.6576,0.0,0.0,742.2,685.5,53.0,INSUFFICIENT
a033289729234cd2,UNLABELED,UNLABELED_CLUSTER_23,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,972.9,948.9,151.0,INSUFFICIENT
74f419fc4f947422,Mega Kangaskhan ex,Mega Kangaskhan ex,2,0.029,1,1,0.5,0.0945,0.9055,,0.5,1055.3,1063.5,102.0,INSUFFICIENT
753c7d1f9e30d5be,UNLABELED,UNLABELED_CLUSTER_01,2,0.029,2,0,1.0,0.3424,1.0,1.0,,978.9,1022.4,149.0,INSUFFICIENT
8646527a9765ecf5,Mega Kangaskhan ex,Mega Kangaskhan ex,2,0.029,2,0,1.0,0.3424,1.0,,1.0,1072.4,1034.2,142.5,INSUFFICIENT
86f48729d55f8661,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,1.0,0.0,1086.4,1054.8,180.0,INSUFFICIENT
272e624d9683e14e,Fezandipiti ex,Fezandipiti ex,2,0.029,1,1,0.5,0.0945,0.9055,0.5,,1237.4,1199.9,77.5,INSUFFICIENT
